User,UserID,Query,TweetID,Created_At,Mention
liamtzzz,1979563868,Dodgers,1056293811876356096,2018-10-27 21:17:24,nickjonas
liamtzzz,1979563868,Dodgers,1056293811876356096,2018-10-27 21:17:24,Dodgers
liamtzzz,1979563868,Dodgers,1056293811876356096,2018-10-27 21:17:24,ThomasRhett
Truly_Southern1,824453205400686594,Dodgers,1056293810320433152,2018-10-27 21:17:24,TerranceCreamer
TankforAyton,327782249,Dodgers,1056293808718123009,2018-10-27 21:17:23,guerinaustin
ReitsmaTami,3123941849,Dodgers,1056293806738423809,2018-10-27 21:17:23,RyanSeacrest
ReitsmaTami,3123941849,Dodgers,1056293806738423809,2018-10-27 21:17:23,FootballUGA
ReitsmaTami,3123941849,Dodgers,1056293806738423809,2018-10-27 21:17:23,Dodgers
ahscarletpink,962182119379185665,Dodgers,1056293806398627840,2018-10-27 21:17:23,MLBNetwork
ahscarletpink,962182119379185665,Dodgers,1056293806398627840,2018-10-27 21:17:23,Dodgers
ahscarletpink,962182119379185665,Dodgers,1056293806398627840,2018-10-27 21:17:23,maxmuncy9
FrankiePesce,20213843,Dodgers,1056293801252274176,2018-10-27 21:17:21,MLBONFOX
ayyturks,867105984,Dodgers,1056293799956103169,2018-10-27 21:17:21,Dodgers
IsThatBigD,403968243,Dodgers,1056293796508401665,2018-10-27 21:17:20,Dodgers
CarlitosGV,109094135,Dodgers,1056293790254809088,2018-10-27 21:17:19,ComexMasters
CarlitosGV,109094135,Dodgers,1056293790254809088,2018-10-27 21:17:19,Dodgers
CarlitosGV,109094135,Dodgers,1056293790254809088,2018-10-27 21:17:19,maxmuncy9
Xo_Joeyy,330708448,Dodgers,1056293789885591552,2018-10-27 21:17:19,MLBNetwork
Xo_Joeyy,330708448,Dodgers,1056293789885591552,2018-10-27 21:17:19,Dodgers
Xo_Joeyy,330708448,Dodgers,1056293789885591552,2018-10-27 21:17:19,maxmuncy9
medinaleo_,1955414448,Dodgers,1056293788245585920,2018-10-27 21:17:18,DodgersNation
tlclisahickman,1262281117,Dodgers,1056293788027518976,2018-10-27 21:17:18,radr4life75
tlclisahickman,1262281117,Dodgers,1056293788027518976,2018-10-27 21:17:18,Dodgers
tlclisahickman,1262281117,Dodgers,1056293788027518976,2018-10-27 21:17:18,Pantone294
NHLmikey,2954254239,Dodgers,1056293783829204993,2018-10-27 21:17:17,incarceratedbob
ThaBlondeGod,4204943305,Dodgers,1056293781887102976,2018-10-27 21:17:17,StatsBySTATS
TheRealArcalde,767928223,Dodgers,1056293778611261440,2018-10-27 21:17:16,GISVictorStats
Steveprovost7,938469673812873217,Dodgers,1056293776870854658,2018-10-27 21:17:16,Dodgers
IsThatBigD,403968243,Dodgers,1056293775771717632,2018-10-27 21:17:15,Dodgers
jake_petro,351636371,Dodgers,1056293772777140224,2018-10-27 21:17:15,RedSox
jake_petro,351636371,Dodgers,1056293772777140224,2018-10-27 21:17:15,mookiebetts
jake_petro,351636371,Dodgers,1056293772777140224,2018-10-27 21:17:15,ac13alex
mmajocelyn,194747001,Dodgers,1056293770558234624,2018-10-27 21:17:14,ScottWarner18
mmajocelyn,194747001,Dodgers,1056293770558234624,2018-10-27 21:17:14,Dodgers
_CF3_,2693500437,Dodgers,1056293768310050816,2018-10-27 21:17:14,SportsNetLA
stevenbeydler,1202806400,Dodgers,1056293768142368768,2018-10-27 21:17:13,Dodgers
stevenbeydler,1202806400,Dodgers,1056293768142368768,2018-10-27 21:17:13,Cody_Bellinger
claudiagestro,58255954,Dodgers,1056293766829551617,2018-10-27 21:17:13,kengurnick
mullingwhar,876533221,Dodgers,1056293765235830788,2018-10-27 21:17:13,canalstylinson
Desmarieidk,2535952798,Dodgers,1056293760672452608,2018-10-27 21:17:12,chrissroddd
Desmarieidk,2535952798,Dodgers,1056293760672452608,2018-10-27 21:17:12,Dodgers
Desmarieidk,2535952798,Dodgers,1056293760672452608,2018-10-27 21:17:12,DodgersNation
Desmarieidk,2535952798,Dodgers,1056293760672452608,2018-10-27 21:17:12,MLB
Desmarieidk,2535952798,Dodgers,1056293760672452608,2018-10-27 21:17:12,FOXSports
SteveStec,2668386090,Dodgers,1056293757618802688,2018-10-27 21:17:11,DodgerBlue1958
Ohh_Daisyy,253349349,Dodgers,1056293755752345600,2018-10-27 21:17:11,Dodgers
theacehs,68265395,Dodgers,1056293755656040448,2018-10-27 21:17:10,voguemagazine
micinski5,79279128,Dodgers,1056293754561163264,2018-10-27 21:17:10,Dodgers
GreekLakersFan,325649474,Dodgers,1056293753680420864,2018-10-27 21:17:10,BNightengale
waldrop9tucker,496470059,Dodgers,1056293752711667712,2018-10-27 21:17:10,MLBStatoftheDay
waldrop9tucker,496470059,Dodgers,1056293752711667712,2018-10-27 21:17:10,Dodgers
waldrop9tucker,496470059,Dodgers,1056293752711667712,2018-10-27 21:17:10,MLB
EbayTechDealer,1052959534623395841,Dodgers,1056293752673837056,2018-10-27 21:17:10,MLBONFOX
EbayTechDealer,1052959534623395841,Dodgers,1056293752673837056,2018-10-27 21:17:10,Dodgers
anaschmana,2729552112,Dodgers,1056293749175681024,2018-10-27 21:17:09,DodgerRallyCat
BvsedGodDaniel,2630531422,Dodgers,1056293748391329792,2018-10-27 21:17:09,Dodgers
Smity_Cent,1582011146,Dodgers,1056293740682215424,2018-10-27 21:17:07,BaylorBaseball
Smity_Cent,1582011146,Dodgers,1056293740682215424,2018-10-27 21:17:07,Dodgers
Smity_Cent,1582011146,Dodgers,1056293740682215424,2018-10-27 21:17:07,maxmuncy9
lilyfl0wer_,1143811560,Dodgers,1056293738786353152,2018-10-27 21:17:06,SportsNetLA
RealPJP,122148918,Dodgers,1056293737440063489,2018-10-27 21:17:06,_paul_briggs_
RealPJP,122148918,Dodgers,1056293737440063489,2018-10-27 21:17:06,maxmuncy9
saintjacquemus,1031349728284422144,Dodgers,1056293732553764866,2018-10-27 21:17:05,voguemagazine
fuckmH4rry,1577781068,Dodgers,1056293732071419906,2018-10-27 21:17:05,lwtyleshome
duhitslesly,800865102463275008,Dodgers,1056293723837935616,2018-10-27 21:17:03,Dodgers
JustinClams,1616905735,Dodgers,1056293722898472960,2018-10-27 21:17:03,Dodgers
Donovanjamison1,496228133,Dodgers,1056293721551978496,2018-10-27 21:17:02,card3nas_ie
Donovanjamison1,496228133,Dodgers,1056293721551978496,2018-10-27 21:17:02,Dodgers
Pablomrv,68752380,Dodgers,1056293711649390592,2018-10-27 21:17:00,billplunkettocr
exsttacy,739704466643898369,Dodgers,1056293706108530689,2018-10-27 21:16:59,Dodgers
michaelpina09,2302181100,Dodgers,1056293705613664256,2018-10-27 21:16:59,DodgerInsider
eden4peace,57426269,Dodgers,1056293703633985538,2018-10-27 21:16:58,realoverheardla
BrandieConforti,358761548,Dodgers,1056293702870548481,2018-10-27 21:16:58,SurvivingGrady
Joy24Hope,1032416138255376385,Dodgers,1056293702652620802,2018-10-27 21:16:58,BTSNewsBrasil
Joy24Hope,1032416138255376385,Dodgers,1056293702652620802,2018-10-27 21:16:58,BTS_twt
rmendoza46_,833149740325892100,Dodgers,1056293702501511168,2018-10-27 21:16:58,DOPEITSDOM
mikekimster,314271338,Dodgers,1056293700685295616,2018-10-27 21:16:57,PureDegnan
mikekimster,314271338,Dodgers,1056293700685295616,2018-10-27 21:16:57,Dodgers
mikekimster,314271338,Dodgers,1056293700685295616,2018-10-27 21:16:57,astros
Lil_Pablo17,570532114,Dodgers,1056293695375339520,2018-10-27 21:16:56,SportsNetLA
mazapan_dust,28938302,Dodgers,1056293694389682176,2018-10-27 21:16:56,card3nas_ie
mazapan_dust,28938302,Dodgers,1056293694389682176,2018-10-27 21:16:56,Dodgers
highkeynarry,1187621142,Dodgers,1056293693194420225,2018-10-27 21:16:56,TooManyEmmas
Frenchyrock,100081039,Dodgers,1056293688144420864,2018-10-27 21:16:54,karins_ra
_JeremyBooth,140488570,Dodgers,1056293684881305601,2018-10-27 21:16:54,SherryChaffin1
1D5sosMum,886153508835164160,Dodgers,1056293682016595973,2018-10-27 21:16:53,voguemagazine
cmrnrddl,1884770156,Dodgers,1056293678740697088,2018-10-27 21:16:52,Dodgers
minnahk_,848261083341012992,Dodgers,1056293677801205760,2018-10-27 21:16:52,Metro_Ents
OCGoodmusiqDom,510733671,Dodgers,1056293673942507520,2018-10-27 21:16:51,DOPEITSDOM
AlexLivesHere76,769610140332924928,Dodgers,1056293671371501569,2018-10-27 21:16:50,voguemagazine
Dalerich81,82160851,Dodgers,1056293667823005697,2018-10-27 21:16:50,Dodgers
mel_b_1966,776775666666573825,Dodgers,1056293664614281217,2018-10-27 21:16:49,_paul_briggs_
mel_b_1966,776775666666573825,Dodgers,1056293664614281217,2018-10-27 21:16:49,maxmuncy9
jasjasjasmine_,367488627,Dodgers,1056293659941847040,2018-10-27 21:16:48,sergiee_
Bennieseagull,30883339,Dodgers,1056293659837165568,2018-10-27 21:16:48,MLBONFOX
Bennieseagull,30883339,Dodgers,1056293659837165568,2018-10-27 21:16:48,Dodgers
Nifty_Kaitlyn,493747896,Dodgers,1056293659576958976,2018-10-27 21:16:48,DarienJ4
mrdodger1966,56489930,Dodgers,1056293659493257219,2018-10-27 21:16:48,ccgrime
Rlp1660Rick,785333508755460096,Dodgers,1056293657156947970,2018-10-27 21:16:47,R3Thorns
DiamondHoggers,28268851,Dodgers,1056293656435609600,2018-10-27 21:16:47,makenna_m19
DiamondHoggers,28268851,Dodgers,1056293656435609600,2018-10-27 21:16:47,dodgers_randi
DiamondHoggers,28268851,Dodgers,1056293656435609600,2018-10-27 21:16:47,greenlund_sean
nikki_aileen,2476221715,Dodgers,1056293649946861568,2018-10-27 21:16:45,noahcent
stylesrjagger,729065025026011136,Dodgers,1056293649137438720,2018-10-27 21:16:45,voguemagazine
bridgertontea,1244148314,Dodgers,1056293647438766080,2018-10-27 21:16:45,voguemagazine
ByronMinaPonce,2424793838,Dodgers,1056293642267250689,2018-10-27 21:16:43,VictorMendozaL
T_willey,183756968,Dodgers,1056293639398150144,2018-10-27 21:16:43,DodgersNation
arcerichiee,1479907946,Dodgers,1056293631231909888,2018-10-27 21:16:41,TitanicBaseball
RobSoltero,3365381660,Dodgers,1056293630103748615,2018-10-27 21:16:41,BNightengale
KinVerdes,152839086,Dodgers,1056293625020145664,2018-10-27 21:16:39,ESPNmx
andreaa_Lp,4089761195,Dodgers,1056293617634103297,2018-10-27 21:16:38,voguemagazine
lrzjmnz,979021868018495490,Dodgers,1056293611464081408,2018-10-27 21:16:36,Dodgers
WildBillBasebal,901503886036357121,Dodgers,1056293608737787904,2018-10-27 21:16:35,Dodgers
JenniferLT90,3410870667,Dodgers,1056293606246531075,2018-10-27 21:16:35,voguemagazine
jadah_tapusoa,918547093899264000,Dodgers,1056293603318751233,2018-10-27 21:16:34,miss_edna27
jadah_tapusoa,918547093899264000,Dodgers,1056293603318751233,2018-10-27 21:16:34,Cody_Bellinger
markky_h,1010531651288477696,Dodgers,1056293603276926977,2018-10-27 21:16:34,BNightengale
undynnable,257023864,Dodgers,1056293600357625856,2018-10-27 21:16:33,Dodgers
Patronzote,865917015269056512,Dodgers,1056293599728398336,2018-10-27 21:16:33,PepLlausas
Patronzote,865917015269056512,Dodgers,1056293599728398336,2018-10-27 21:16:33,Eduardo_Guti
Patronzote,865917015269056512,Dodgers,1056293599728398336,2018-10-27 21:16:33,LFelipeDavalosM
Patronzote,865917015269056512,Dodgers,1056293599728398336,2018-10-27 21:16:33,RafaelT16067416
Patronzote,865917015269056512,Dodgers,1056293599728398336,2018-10-27 21:16:33,Mony_de_Swaan
Patronzote,865917015269056512,Dodgers,1056293599728398336,2018-10-27 21:16:33,Eshehoah15
Patronzote,865917015269056512,Dodgers,1056293599728398336,2018-10-27 21:16:33,guillermo_ngcma
Patronzote,865917015269056512,Dodgers,1056293599728398336,2018-10-27 21:16:33,mpanayeta
Patronzote,865917015269056512,Dodgers,1056293599728398336,2018-10-27 21:16:33,AntonioPuma1979
Patronzote,865917015269056512,Dodgers,1056293599728398336,2018-10-27 21:16:33,kokecamargo
Patronzote,865917015269056512,Dodgers,1056293599728398336,2018-10-27 21:16:33,RossGranados
Patronzote,865917015269056512,Dodgers,1056293599728398336,2018-10-27 21:16:33,edluzzio
Patronzote,865917015269056512,Dodgers,1056293599728398336,2018-10-27 21:16:33,mutante05
Patronzote,865917015269056512,Dodgers,1056293599728398336,2018-10-27 21:16:33,JefeAzcarraga
Patronzote,865917015269056512,Dodgers,1056293599728398336,2018-10-27 21:16:33,Oxscar69
Patronzote,865917015269056512,Dodgers,1056293599728398336,2018-10-27 21:16:33,Organista24
Grant12landry,1206706712,Dodgers,1056293596700262401,2018-10-27 21:16:33,Dodgers
jennystaysgold,908413320,Dodgers,1056293592333922305,2018-10-27 21:16:32,dodgers_randi
directornss,218576003,Dodgers,1056293590987489280,2018-10-27 21:16:31,LosDodgers
illynabilly,732235062695976960,Dodgers,1056293588034678784,2018-10-27 21:16:31,Dodgers
jareddiamond,14633871,Dodgers,1056293586629578752,2018-10-27 21:16:30,jareddiamond
OfficialJanaya_,2957777095,Dodgers,1056293573379813376,2018-10-27 21:16:27,Starting9
dodgers_randi,79670759,Dodgers,1056293569713983488,2018-10-27 21:16:26,DiamondHoggers
dodgers_randi,79670759,Dodgers,1056293569713983488,2018-10-27 21:16:26,greenlund_sean
Lebrot23,1001305958688079874,Dodgers,1056293568535498752,2018-10-27 21:16:26,darksharkkta
thethirssst,142454259,Dodgers,1056293567252054017,2018-10-27 21:16:26,voguemagazine
thisisloso,79545779,Dodgers,1056293566815715328,2018-10-27 21:16:25,MikedupRadiocom
TheRealJanel,382630039,Dodgers,1056293562231521285,2018-10-27 21:16:24,R3Thorns
radiercn_C11,875482671488618496,Dodgers,1056293553826074624,2018-10-27 21:16:22,El_Universal_Mx
Nation760x3,3521074273,Dodgers,1056293553784143874,2018-10-27 21:16:22,greggrosenthal
lakersfan818,94951888,Dodgers,1056293553553448960,2018-10-27 21:16:22,Dodgers
lakersfan818,94951888,Dodgers,1056293553553448960,2018-10-27 21:16:22,VeniceMase
lakersfan818,94951888,Dodgers,1056293553553448960,2018-10-27 21:16:22,BergmanGreg
Katie_Ulanowski,1608231122,Dodgers,1056293551892586496,2018-10-27 21:16:22,voguemagazine
TalkinToU,37725640,Dodgers,1056293542774026240,2018-10-27 21:16:20,Dodgers
LttleGel,10973142,Dodgers,1056293537459900416,2018-10-27 21:16:18,BNightengale
Zman7771999,3262644547,Dodgers,1056293536625188864,2018-10-27 21:16:18,Mrtee5222
Zman7771999,3262644547,Dodgers,1056293536625188864,2018-10-27 21:16:18,Dodgers
Zman7771999,3262644547,Dodgers,1056293536625188864,2018-10-27 21:16:18,WCVB
SuJudithELF,211740024,Dodgers,1056293534578302976,2018-10-27 21:16:18,RedSox
SuJudithELF,211740024,Dodgers,1056293534578302976,2018-10-27 21:16:18,Dodgers
toriimirandaa,2730484737,Dodgers,1056293530467856389,2018-10-27 21:16:17,Dodgers
BriannaDelilah,214675200,Dodgers,1056293527397687296,2018-10-27 21:16:16,SportsNetLA
jucamuva,116078341,Dodgers,1056293521324310528,2018-10-27 21:16:15,Dodgers
RoChaves_CR,462307177,Dodgers,1056293517469855745,2018-10-27 21:16:14,c_sandovalp
RoChaves_CR,462307177,Dodgers,1056293517469855745,2018-10-27 21:16:14,Dodgers
RoChaves_CR,462307177,Dodgers,1056293517469855745,2018-10-27 21:16:14,10Educastillo
RoChaves_CR,462307177,Dodgers,1056293517469855745,2018-10-27 21:16:14,Adri_hdezv
RoChaves_CR,462307177,Dodgers,1056293517469855745,2018-10-27 21:16:14,andresgr58
RoChaves_CR,462307177,Dodgers,1056293517469855745,2018-10-27 21:16:14,jorge8martinez
whitesox061705,4650495737,Dodgers,1056293515985108998,2018-10-27 21:16:13,BNightengale
romechowder,753720589,Dodgers,1056293515242565632,2018-10-27 21:16:13,THEREAL_DV
tcafla,3064191531,Dodgers,1056293512193413120,2018-10-27 21:16:12,BostonStrong_34
joanna720,166404973,Dodgers,1056293506858139648,2018-10-27 21:16:11,rhiandoy
Dan9Navarro,3296645789,Dodgers,1056293504773701633,2018-10-27 21:16:11,MLBONFOX
brycehunt9,909594593494106112,Dodgers,1056293504387706880,2018-10-27 21:16:11,TitanicBaseball
RobertMSainz,2665819611,Dodgers,1056293504379506689,2018-10-27 21:16:11,Monica4LAUSD
highandsteep,2776102895,Dodgers,1056293503892930561,2018-10-27 21:16:10,guccixmedicine
Trags,22309353,Dodgers,1056293500575072256,2018-10-27 21:16:10,RedSoxCLNS
bryanpuccinelli,25395314,Dodgers,1056293499845324801,2018-10-27 21:16:10,PureDegnan
bryanpuccinelli,25395314,Dodgers,1056293499845324801,2018-10-27 21:16:10,mikekimster
bryanpuccinelli,25395314,Dodgers,1056293499845324801,2018-10-27 21:16:10,Dodgers
bryanpuccinelli,25395314,Dodgers,1056293499845324801,2018-10-27 21:16:10,astros
GabbyFoo,189798119,Dodgers,1056293496070361088,2018-10-27 21:16:09,Dodgers
delicatekiwi,803919357948661760,Dodgers,1056293494803836928,2018-10-27 21:16:08,voguemagazine
chivamayor66,400956157,Dodgers,1056293494518677504,2018-10-27 21:16:08,Dodgers
tracygreen,169005494,Dodgers,1056293491871907840,2018-10-27 21:16:08,alannarizzo
tracygreen,169005494,Dodgers,1056293491871907840,2018-10-27 21:16:08,bilbubbles
tracygreen,169005494,Dodgers,1056293491871907840,2018-10-27 21:16:08,paigerrss2
Nacia1D,794519226,Dodgers,1056293490504712193,2018-10-27 21:16:07,voguemagazine
Lebrot23,1001305958688079874,Dodgers,1056293488017530887,2018-10-27 21:16:07,BNightengale
Ricardz20,827536963,Dodgers,1056293487648403458,2018-10-27 21:16:07,Dodgers
B37333309,1051484299332120577,Dodgers,1056293482770391040,2018-10-27 21:16:05,voguemagazine
Jonatha32656850,2176927688,Dodgers,1056293479066689536,2018-10-27 21:16:05,Dodgers
saturnshes,1650544838,Dodgers,1056293478894919683,2018-10-27 21:16:05,voguemagazine
makenna_m19,2949415746,Dodgers,1056293469986017280,2018-10-27 21:16:02,DiamondHoggers
makenna_m19,2949415746,Dodgers,1056293469986017280,2018-10-27 21:16:02,dodgers_randi
makenna_m19,2949415746,Dodgers,1056293469986017280,2018-10-27 21:16:02,greenlund_sean
gagox7,125102568,Dodgers,1056293463531053057,2018-10-27 21:16:01,Dodgers
AndrewChristo_,4711002193,Dodgers,1056293460624330752,2018-10-27 21:16:00,MLBNetwork
AndrewChristo_,4711002193,Dodgers,1056293460624330752,2018-10-27 21:16:00,Dodgers
AndrewChristo_,4711002193,Dodgers,1056293460624330752,2018-10-27 21:16:00,maxmuncy9
CudiAndrew,1187762221,Dodgers,1056293460188098560,2018-10-27 21:16:00,TitanicBaseball
gman416,2299629436,Dodgers,1056293459131318272,2018-10-27 21:16:00,Dodgers
uhh_amaanduuh,453723630,Dodgers,1056293454467162112,2018-10-27 21:15:59,nickjonas
uhh_amaanduuh,453723630,Dodgers,1056293454467162112,2018-10-27 21:15:59,Dodgers
uhh_amaanduuh,453723630,Dodgers,1056293454467162112,2018-10-27 21:15:59,ThomasRhett
PapaZuni,1143913927,Dodgers,1056293452407656450,2018-10-27 21:15:58,MayorOfLA
PapaZuni,1143913927,Dodgers,1056293452407656450,2018-10-27 21:15:58,Dodgers
agonywoman,1029241267,Dodgers,1056293448939196417,2018-10-27 21:15:57,voguemagazine
JefferyMaas3,947537902606565377,Dodgers,1056293448762847232,2018-10-27 21:15:57,katiedtellez
JefferyMaas3,947537902606565377,Dodgers,1056293448762847232,2018-10-27 21:15:57,Dodgers
MrAnnuities,2919374310,Dodgers,1056293445096992768,2018-10-27 21:15:56,KNXBaird
Jeano723,3222313120,Dodgers,1056293445042499584,2018-10-27 21:15:56,Dodgers
lindav1959,885815851,Dodgers,1056293444186853376,2018-10-27 21:15:56,Dodgers
avianacollinz,764215407066484736,Dodgers,1056293438478442497,2018-10-27 21:15:55,TooManyEmmas
70spinksoul,2442830821,Dodgers,1056293437337673729,2018-10-27 21:15:55,TooManyEmmas
A_Gallegos4,163970357,Dodgers,1056293436758749184,2018-10-27 21:15:54,TitanicBaseball
klug_patrick,2678610218,Dodgers,1056293428907200514,2018-10-27 21:15:53,HeidiWatney
isaiahcoen,3305700596,Dodgers,1056293422061875200,2018-10-27 21:15:51,deanos5150
isaiahcoen,3305700596,Dodgers,1056293422061875200,2018-10-27 21:15:51,iRTlikecrazy
isaiahcoen,3305700596,Dodgers,1056293422061875200,2018-10-27 21:15:51,Dodgers
SlitSplitter,188595067,Dodgers,1056293421135093761,2018-10-27 21:15:51,AnnCoulter
213Karlos,1031654242753421313,Dodgers,1056293418056462336,2018-10-27 21:15:50,SportsNetLA
antoniomedinav,576361461,Dodgers,1056293413941903360,2018-10-27 21:15:49,Dodgers
4everMondler,1517713854,Dodgers,1056293413941862400,2018-10-27 21:15:49,guccixmedicine
KatzSbk94,757509738,Dodgers,1056293410544345088,2018-10-27 21:15:48,MLBStatoftheDay
KatzSbk94,757509738,Dodgers,1056293410544345088,2018-10-27 21:15:48,Dodgers
KatzSbk94,757509738,Dodgers,1056293410544345088,2018-10-27 21:15:48,MLB
cxstwy,2447543408,Dodgers,1056293407658659840,2018-10-27 21:15:48,nickjonas
cxstwy,2447543408,Dodgers,1056293407658659840,2018-10-27 21:15:48,Dodgers
cxstwy,2447543408,Dodgers,1056293407658659840,2018-10-27 21:15:48,ThomasRhett
Getitcracking40,845966980838391808,Dodgers,1056293405070749697,2018-10-27 21:15:47,RoyDivision91
Getitcracking40,845966980838391808,Dodgers,1056293405070749697,2018-10-27 21:15:47,Dodgers
keegan4gym,134872609,Dodgers,1056293404961918976,2018-10-27 21:15:47,IMGABasketball
exsttacy,739704466643898369,Dodgers,1056293401526644736,2018-10-27 21:15:46,SportsNetLA
Austin_laf28,1069329876,Dodgers,1056293400658493447,2018-10-27 21:15:46,NOTSportsCenter
TalkinToU,37725640,Dodgers,1056293399492354048,2018-10-27 21:15:46,Dodgers
HarryyHoney,775138447648587776,Dodgers,1056293394346135553,2018-10-27 21:15:44,voguemagazine
damiaaan,50164490,Dodgers,1056293391997165568,2018-10-27 21:15:44,doubleDthree
damiaaan,50164490,Dodgers,1056293391997165568,2018-10-27 21:15:44,Dodgers
im_eduuardo,208188646,Dodgers,1056293391825137665,2018-10-27 21:15:44,Dodgers
DwnyTrojan85,182045100,Dodgers,1056293391095365633,2018-10-27 21:15:44,BaylorBaseball
campbellyamane,242101381,Dodgers,1056293388633296896,2018-10-27 21:15:43,NOTSportsCenter
samy45,30595199,Dodgers,1056293385538076674,2018-10-27 21:15:42,BNightengale
Arcangelreyes10,991165911448014849,Dodgers,1056293384757829632,2018-10-27 21:15:42,alannarizzo
Arcangelreyes10,991165911448014849,Dodgers,1056293384757829632,2018-10-27 21:15:42,bilbubbles
Arcangelreyes10,991165911448014849,Dodgers,1056293384757829632,2018-10-27 21:15:42,paigerrss2
Nikkii_Mary,740276724630323201,Dodgers,1056293384590147584,2018-10-27 21:15:42,canalstylinson
danhalen13,2978506791,Dodgers,1056293382719397888,2018-10-27 21:15:42,SInow
ryankramer1106,772931378094698498,Dodgers,1056293382438486016,2018-10-27 21:15:42,NOTSportsCenter
HSara1975,812176014935588864,Dodgers,1056293379573596160,2018-10-27 21:15:41,R3Thorns
LaDaisnd,745051090647814144,Dodgers,1056293376545431552,2018-10-27 21:15:40,BTSMexicoAL
LaDaisnd,745051090647814144,Dodgers,1056293376545431552,2018-10-27 21:15:40,BTS_twt
LiaJadeRoberto,2660616870,Dodgers,1056293375014510592,2018-10-27 21:15:40,voguemagazine
obrienxwolf91,3005113547,Dodgers,1056293373471059968,2018-10-27 21:15:39,noahcent
ErbigToys,129566491,Dodgers,1056293371600232448,2018-10-27 21:15:39,Dodgers
ErbigToys,129566491,Dodgers,1056293371600232448,2018-10-27 21:15:39,redturn2
RobertMSainz,2665819611,Dodgers,1056293369201213441,2018-10-27 21:15:38,MayorOfLA
RobertMSainz,2665819611,Dodgers,1056293369201213441,2018-10-27 21:15:38,Dodgers
Lebrot23,1001305958688079874,Dodgers,1056293367330553856,2018-10-27 21:15:38,Dodgers
theacehs,68265395,Dodgers,1056293365711597568,2018-10-27 21:15:38,TooManyEmmas
alextovarmx,52966661,Dodgers,1056293364214255617,2018-10-27 21:15:37,rosy200427
alextovarmx,52966661,Dodgers,1056293364214255617,2018-10-27 21:15:37,Dodgers
Mattfro_,1170135444,Dodgers,1056293363496951808,2018-10-27 21:15:37,SurvivingGrady
marcodegad531,2855750920,Dodgers,1056293360602935299,2018-10-27 21:15:36,Dodgers
denisio1961,26150559,Dodgers,1056293360422412288,2018-10-27 21:15:36,dodgers_randi
kahlilamani,591707688,Dodgers,1056293356282642432,2018-10-27 21:15:35,JibriHashim
kahlilamani,591707688,Dodgers,1056293356282642432,2018-10-27 21:15:35,MLB
kahlilamani,591707688,Dodgers,1056293356282642432,2018-10-27 21:15:35,Dodgers
kahlilamani,591707688,Dodgers,1056293356282642432,2018-10-27 21:15:35,RedSox
SCsamoan,4071555912,Dodgers,1056293352717594632,2018-10-27 21:15:34,USC_Track_Field
SCsamoan,4071555912,Dodgers,1056293352717594632,2018-10-27 21:15:34,Dodgers
SCsamoan,4071555912,Dodgers,1056293352717594632,2018-10-27 21:15:34,AnnaCockrell48
SCsamoan,4071555912,Dodgers,1056293352717594632,2018-10-27 21:15:34,dshill96
SCsamoan,4071555912,Dodgers,1056293352717594632,2018-10-27 21:15:34,kendi_kendall
SCsamoan,4071555912,Dodgers,1056293352717594632,2018-10-27 21:15:34,TheRealMattKemp
SCsamoan,4071555912,Dodgers,1056293352717594632,2018-10-27 21:15:34,UCLA
SCsamoan,4071555912,Dodgers,1056293352717594632,2018-10-27 21:15:34,oregon
SCsamoan,4071555912,Dodgers,1056293352717594632,2018-10-27 21:15:34,Stanford
SCsamoan,4071555912,Dodgers,1056293352717594632,2018-10-27 21:15:34,UCBerkeley
Alle84279425,999798600837226496,Dodgers,1056293351941660672,2018-10-27 21:15:34,HarryMexOficial
i_slav_kandyba,1055616820663570434,Dodgers,1056293350901395456,2018-10-27 21:15:34,ericgarcetti
i_slav_kandyba,1055616820663570434,Dodgers,1056293350901395456,2018-10-27 21:15:34,Dodgers
rosalesarmando2,3228202075,Dodgers,1056293347990687745,2018-10-27 21:15:33,Sean_Callahan
TrayceHayashida,3293189653,Dodgers,1056293347365535744,2018-10-27 21:15:33,Dodgers
lorenzotrizzino,63783327,Dodgers,1056293345083973632,2018-10-27 21:15:33,PaulPage
bigdogalex13,3783046692,Dodgers,1056293344756719621,2018-10-27 21:15:33,Dodgers
4MikeyWilliams,280675273,Dodgers,1056293343863263232,2018-10-27 21:15:32,rtringali
newbury_corey,2950547794,Dodgers,1056293342802272261,2018-10-27 21:15:32,Jared_Carrabis
crubiooo,90246944,Dodgers,1056293340977672193,2018-10-27 21:15:32,TitanicBaseball
Jess2leone,919289735935352832,Dodgers,1056293338394099712,2018-10-27 21:15:31,MLB
Jess2leone,919289735935352832,Dodgers,1056293338394099712,2018-10-27 21:15:31,RedSox
Jess2leone,919289735935352832,Dodgers,1056293338394099712,2018-10-27 21:15:31,eduardorod5
Jess2leone,919289735935352832,Dodgers,1056293338394099712,2018-10-27 21:15:31,JackieBradleyJr
Mec1nas29,2233294878,Dodgers,1056293338062770176,2018-10-27 21:15:31,SanchezLozAbel
Mec1nas29,2233294878,Dodgers,1056293338062770176,2018-10-27 21:15:31,Dodgers
Mec1nas29,2233294878,Dodgers,1056293338062770176,2018-10-27 21:15:31,RedSoxBeisbol
Mec1nas29,2233294878,Dodgers,1056293338062770176,2018-10-27 21:15:31,jmmecinas
