User,UserID,Query,ResultID,ResultCreated_At,RTUser,RTID,RT_created_at,RT_text
tke240,148748721,Dodgers,1056294074565713921,2018-10-27 21:18:27,DaleMurphy3,1056292470911168514,2018-10-27 21:12:04,Another fun read re last nights game... good stuff Tyler...World Series: Dodgers Defeat the Red Sox in a Marathon Game 3 - The New York Times https://t.co/kGkpAFz6hy
peterwinther,22534709,Dodgers,1056294073370206209,2018-10-27 21:18:26,DodgersNation,1056290487311581184,2018-10-27 21:04:11,#Dodgers #LineupFun #Game4 Ice Man 1BI cant believe what I just saw 2BGinger Jesus 3BSHOW ME THE MANNY SSCANON from Center CFBat Licker RFCT3 LFHe Who Catches from the Canon CDICK MOUNTAIN PLets tie this #WorldSeries UP https://t.co/cElgh3cg3e
dgrmz_,1003075681037766661,Dodgers,1056294073127002112,2018-10-27 21:18:26,JESanchez_ESPN,1056085993894244352,2018-10-27 07:31:36,Finalmente. Gana Dodgers 3-2 en 18 entradas. 7 horas y 20 minutos despues. La serie se pone 2-1 Boston.  #WorldSeries
KinVerdes,152839086,Dodgers,1056294069255659520,2018-10-27 21:18:25,SportsCenter_nt,1056086874798911488,2018-10-27 07:35:06,Cuanto sufrimiento!En el partido mas largo en la historia de la #smESPN los Dodgers vencieron a Red Sox y se llevaron el 3ro de la serie con un cuadrangular de Max Muncy en la 18va baja #RedSox 2-3 #Dodgers#SerieMundial https://t.co/8cZHutmAbi
BvsedGodDaniel,2630531422,Dodgers,1056294067263262720,2018-10-27 21:18:25,Dodgers,1056097127560994816,2018-10-27 08:15:51,Damage done. #LADetermined https://t.co/3SxbBAGhCX
TCiniglio,933209893,Dodgers,1056294066277703680,2018-10-27 21:18:25,Dodgers,1056288506056560641,2018-10-27 20:56:19,Tonights GM. 4 Dodger lineup vs. Red Sox: Freese 1BMuncy 2BTurner 3BMachado SSBellinger CFPuig RFTaylor LFBarnes CHill P#LADetermined  | #WorldSeries https://t.co/Fy2cyfooKf
kiwidetails,738405020631207937,Dodgers,1056294062335107072,2018-10-27 21:18:24,voguemagazine,1056287531363373056,2018-10-27 20:52:27,Harry Styless Halloween costume was a spot-on imitation of Elton Johns iconic sparkle-covered Dodgers uniform which he originally wore in 1975. https://t.co/QzUHkAf2Ax
the_x_man98,3818787208,Dodgers,1056294057381650438,2018-10-27 21:18:22,Section10Pod,1056261836105043970,2018-10-27 19:10:20,Would hate to see this caption coming back to bite the @Dodgers https://t.co/3g0EXc77qG
Yoeliramirez,122710727,Dodgers,1056294050561712128,2018-10-27 21:18:21,UnivDeportes,1056186339866107904,2018-10-27 14:10:21,#SerieMundial Un encuentro que pasara a la historia... https://t.co/kHwWcOnUNC
Benoit,4010,Dodgers,1056294049164886016,2018-10-27 21:18:20,StatsBySTATS,1056087139476299776,2018-10-27 07:36:09,With the #Dodgers win the #WorldSeries is guaranteed go at least five games.On Sunday Los Angeles will be the first city ever to host an MLB NFL (Rams) NBA (Clippers) and NHL (Kings) game on the same day.All four games will be played within five miles of each other.
StanfordClark,16877521,Dodgers,1056294045025153024,2018-10-27 21:18:19,_paul_briggs_,1056273431279296512,2018-10-27 19:56:25,The best #worldseries early morning breakfast is served up by @maxmuncy9 #worldseries #dodgers https://t.co/CSE9kaZ9oo
HeyImDion,2338275867,Dodgers,1056294042470834176,2018-10-27 21:18:19,ericstephen,1056289253506736128,2018-10-27 20:59:17,This time Dozier &amp; Kike sit against a LHP for the Dodgers. Game 4 lineup:Freese 1BMuncy 2BTurner 3BMachado SSBellinger CFPuig RFTaylor LFBarnes CHill P
reyes203215,2337705528,Dodgers,1056294041552281600,2018-10-27 21:18:19,StatsBySTATS,1056087139476299776,2018-10-27 07:36:09,With the #Dodgers win the #WorldSeries is guaranteed go at least five games.On Sunday Los Angeles will be the first city ever to host an MLB NFL (Rams) NBA (Clippers) and NHL (Kings) game on the same day.All four games will be played within five miles of each other.
famkeSAO,1048521880389505029,Dodgers,1056294038939283456,2018-10-27 21:18:18,noahcent,1056243750400286720,2018-10-27 17:58:28,Are the dodgers still playing?
O98STAY,964673115723894784,Dodgers,1056294033969106945,2018-10-27 21:18:17,voguemagazine,1056287531363373056,2018-10-27 20:52:27,Harry Styless Halloween costume was a spot-on imitation of Elton Johns iconic sparkle-covered Dodgers uniform which he originally wore in 1975. https://t.co/QzUHkAf2Ax
CatholicNewsSvc,17136419,Dodgers,1056294025492381696,2018-10-27 21:18:15,SCVisitor,1056289246225580032,2018-10-27 20:59:15,Will you be watching #worldseriesgame4 tonight between the #RedSox &amp; #Dodgers? Turns out the founder of the Knights of Columbus was a pretty good ball player. And the Knights could field a great historical fantasy league team. https://t.co/gofZ4rKoSW #WorldSeries https://t.co/yYTTP7dli8
Kurtis_XL_Ewing,36158085,Dodgers,1056294020907917312,2018-10-27 21:18:14,greggrosenthal,1056285410052104192,2018-10-27 20:44:01,Dodgers fans take a lot of grief but that was one of the best home crowds Ive ever experienced last night first pitch to last.
jomeara555,248052290,Dodgers,1056294018525601792,2018-10-27 21:18:13,BNightengale,1056289102717378561,2018-10-27 20:58:41,Dodgers starting lineup for Game 4 https://t.co/8t34993oBb
JelloIzJigglin,788725915,Dodgers,1056294013588824064,2018-10-27 21:18:12,iamBenLyons,1056082072899481600,2018-10-27 07:16:01,Roll call!!! @Dodgers fans...you still rocking out?!?!!?
BTSYourKings16,929150851519799296,Dodgers,1056294010174799872,2018-10-27 21:18:11,chelsluvbts,1055981483238731776,2018-10-27 00:36:19,Theyre playing idol at the dodgers stadium  #bts #dodgers https://t.co/ml6nqwkfjl
ShaneBigelow_,393732773,Dodgers,1056294006773018624,2018-10-27 21:18:10,Dodgers,1056087603991142405,2018-10-27 07:38:00,Guess there is a Max for how many innings will be played tonight. https://t.co/prBS1luHfK
___andreeaaa,1247543107,Dodgers,1056294005376339968,2018-10-27 21:18:10,Dodgers,1056288506056560641,2018-10-27 20:56:19,Tonights GM. 4 Dodger lineup vs. Red Sox: Freese 1BMuncy 2BTurner 3BMachado SSBellinger CFPuig RFTaylor LFBarnes CHill P#LADetermined  | #WorldSeries https://t.co/Fy2cyfooKf
jb11600,4492064820,Dodgers,1056293997889503232,2018-10-27 21:18:08,MLBNetwork,1056206637348806656,2018-10-27 15:31:00,You werent dreaming @Dodgers fans!Relive @maxmuncy9s 18th inning walk-off blast via #BallparkCam! https://t.co/kbbtTEVJ14
IsThatBigD,403968243,Dodgers,1056293995758809088,2018-10-27 21:18:08,MLBNetwork,1056206637348806656,2018-10-27 15:31:00,You werent dreaming @Dodgers fans!Relive @maxmuncy9s 18th inning walk-off blast via #BallparkCam! https://t.co/kbbtTEVJ14
mazapan_dust,28938302,Dodgers,1056293989127618561,2018-10-27 21:18:06,DiamondFischer,1056273698867429376,2018-10-27 19:57:29,Bee Pretty Makeup brought it last night! Witch up! #dodgers #worldseries https://t.co/omkUSzPQ74
karintovar_19,318123209,Dodgers,1056293988058185729,2018-10-27 21:18:06,ESPNmx,1056087225677631488,2018-10-27 07:36:30,Y asi es como los Dodgers se llevan el tecero de la #smESPN en 18 entradas!#RedSox 2 - 3 #Dodgers https://t.co/iqvfZyO9FT
PelooWesh,1056293141458939904,Dodgers,1056293979862589440,2018-10-27 21:18:04,______I______l_,1056067478487515136,2018-10-27 06:18:02,@popcornreel @MLB @MLB #multicultural #maga #Roberts #Cora #dodgers #WorldSeries18 #RedSox  https://t.co/DmxyQJJbyP
d_greatestt,456804818,Dodgers,1056293974166724610,2018-10-27 21:18:03,Dodgers,1056034510041575425,2018-10-27 04:07:02,Run on @Cody_Bellinger?YOU THOUGHT. #WorldSeries https://t.co/SXRl8NalOJ
1Dpromo_hllnz,962414919722389511,Dodgers,1056293968089178112,2018-10-27 21:18:01,voguemagazine,1056287531363373056,2018-10-27 20:52:27,Harry Styless Halloween costume was a spot-on imitation of Elton Johns iconic sparkle-covered Dodgers uniform which he originally wore in 1975. https://t.co/QzUHkAf2Ax
CeltsBanner18,1593472795,Dodgers,1056293966004523008,2018-10-27 21:18:01,BNightengale,1056292630919704576,2018-10-27 21:12:42,#Dodgers manager Dave Roberts says hes already 3 cups of coffee deep and says no one on the field should feel tired today after 7 hours:   Its the World Series man. If you cant get up for this man youve got to find something else to do. Were fine.
tke240,148748721,Dodgers,1056293958429671424,2018-10-27 21:17:59,BNightengale,1056292630919704576,2018-10-27 21:12:42,#Dodgers manager Dave Roberts says hes already 3 cups of coffee deep and says no one on the field should feel tired today after 7 hours:   Its the World Series man. If you cant get up for this man youve got to find something else to do. Were fine.
Keily98178525,972540521053900800,Dodgers,1056293957439774721,2018-10-27 21:17:59,TooManyEmmas,1056131865726410752,2018-10-27 10:33:53,Harry Styles is too good for this trash world https://t.co/vthe5Wh3kM
SherriSadler8,1045337522845495298,Dodgers,1056293953954332674,2018-10-27 21:17:58,DavidWohl,1056286783254671360,2018-10-27 20:49:28,At Dodger Stadium for Game 4 of the #WorldSeries where its nice - n - warm. GO #Dodgers !! https://t.co/hMvOCxfvTe
JagelsSean,1042614669146509312,Dodgers,1056293952196956160,2018-10-27 21:17:57,LouPickney,1056066978027372544,2018-10-27 06:16:02,What a game between the Red Sox and the Dodgers! A nice surprise that it  was still going when I got home from tonights high school football broadcast and its still going now in the 15th inning. @MLBhttps://t.co/42kr4WOw0L
ridetheturtle1,1054086286187905029,Dodgers,1056293951622258690,2018-10-27 21:17:57,Jared_Carrabis,1056234212804546560,2018-10-27 17:20:34,It took 18 innings and an 0-for-18 from Mookie Betts Xander Bogaerts and JD Martinez for the Dodgers to beat the Red Sox one time.
WillHornthal,4152412701,Dodgers,1056293951139921926,2018-10-27 21:17:57,SurvivingGrady,1056263394867798017,2018-10-27 19:16:32,Alexa show me what will prove to be the most regrettable tweet ever. https://t.co/vbCDJoLXAe
enedinuh,760590164896813056,Dodgers,1056293947423637504,2018-10-27 21:17:56,Dodgers,1056097127560994816,2018-10-27 08:15:51,Damage done. #LADetermined https://t.co/3SxbBAGhCX
Nagle303,433942653,Dodgers,1056293940331270150,2018-10-27 21:17:55,Jared_Carrabis,1056234212804546560,2018-10-27 17:20:34,It took 18 innings and an 0-for-18 from Mookie Betts Xander Bogaerts and JD Martinez for the Dodgers to beat the Red Sox one time.
danny_pena22,2516484126,Dodgers,1056293937210580992,2018-10-27 21:17:54,Dodgers,1056247564985688064,2018-10-27 18:13:38,Max Muncy delivers in the 18th! #TipoftheCap https://t.co/5By12Jc9ZB
kalagnaw,2571494968,Dodgers,1056293935650238464,2018-10-27 21:17:53,MaskedGorilla,1056085965620502530,2018-10-27 07:31:29,LETS GO #DODGERS !!!!!
HarryS1409,964584359297626112,Dodgers,1056293932555005958,2018-10-27 21:17:53,WORLDMUSICAWARD,1056196825877803008,2018-10-27 14:52:01,#HarryStyles Poses Up A Storm At Starstudded #Casamigos Halloween party In Beverly Hills Last Night Rocking Pink Diamond #EltonJohn Sunglasses And A Shiny Los Angeles Dodgers Baseball Jumpsuit!https://t.co/kGwIpuwwvv https://t.co/0TmiwinC8O
Turo_741,2480397643,Dodgers,1056293929279049728,2018-10-27 21:17:52,Dodgers,1056247564985688064,2018-10-27 18:13:38,Max Muncy delivers in the 18th! #TipoftheCap https://t.co/5By12Jc9ZB
_jason_777,49189455,Dodgers,1056293929216294912,2018-10-27 21:17:52,Dodgers,1056087603991142405,2018-10-27 07:38:00,Guess there is a Max for how many innings will be played tonight. https://t.co/prBS1luHfK
Steveprovost7,938469673812873217,Dodgers,1056293925143633921,2018-10-27 21:17:51,Dodgers,1056288506056560641,2018-10-27 20:56:19,Tonights GM. 4 Dodger lineup vs. Red Sox: Freese 1BMuncy 2BTurner 3BMachado SSBellinger CFPuig RFTaylor LFBarnes CHill P#LADetermined  | #WorldSeries https://t.co/Fy2cyfooKf
RichRoritaQuan,137365636,Dodgers,1056293920567513089,2018-10-27 21:17:50,SportsNetLA,1056292617627951104,2018-10-27 21:12:39,Here is your #Dodgers starting lineup for Game 4 vs. the #RedSox. #WorldSeries | #LADetermined https://t.co/6bA65L91gQ
billlascher,19639044,Dodgers,1056293918663335936,2018-10-27 21:17:49,23KGibby,1056235279248384000,2018-10-27 17:24:49,Watching the next generation make new history..... #Muncy   @Eck43 @Dodgers https://t.co/JCKSkuiAO8
STMsilvertiger,145855541,Dodgers,1056293903995813888,2018-10-27 21:17:46,Douglas_Aldrich,1055908292730413056,2018-10-26 19:45:29,Lets go @dodgers !! @ Los Angeles California https://t.co/KcZHDEw9R6
lalunalaurdawg,741161849689886720,Dodgers,1056293902435504128,2018-10-27 21:17:45,Starting9,1055983829608026117,2018-10-27 00:45:38,Yep thats definitely Bill Nye not a legendary Dodgers pitcher at a Dodgers World Series game nope its the science guy https://t.co/BzJBoB2LHR
DylanGannon,943269886272274432,Dodgers,1056293898228707328,2018-10-27 21:17:44,Dodgers,1056288506056560641,2018-10-27 20:56:19,Tonights GM. 4 Dodger lineup vs. Red Sox: Freese 1BMuncy 2BTurner 3BMachado SSBellinger CFPuig RFTaylor LFBarnes CHill P#LADetermined  | #WorldSeries https://t.co/Fy2cyfooKf
TZollz3,423765621,Dodgers,1056293897268166656,2018-10-27 21:17:44,Jared_Carrabis,1056234212804546560,2018-10-27 17:20:34,It took 18 innings and an 0-for-18 from Mookie Betts Xander Bogaerts and JD Martinez for the Dodgers to beat the Red Sox one time.
ThegreatRreal,732665903020539904,Dodgers,1056293893908516864,2018-10-27 21:17:43,DodgerInsider,1056288717894086656,2018-10-27 20:57:09,Roberts said the Dodgers were toying with the idea of an opener but decided ultimately to stick with Hill.
softpetalharxy,975579303365758978,Dodgers,1056293892197367809,2018-10-27 21:17:43,voguemagazine,1056287531363373056,2018-10-27 20:52:27,Harry Styless Halloween costume was a spot-on imitation of Elton Johns iconic sparkle-covered Dodgers uniform which he originally wore in 1975. https://t.co/QzUHkAf2Ax
SpacewomanR,990905908665372672,Dodgers,1056293881132675072,2018-10-27 21:17:40,Dodgers,1056288506056560641,2018-10-27 20:56:19,Tonights GM. 4 Dodger lineup vs. Red Sox: Freese 1BMuncy 2BTurner 3BMachado SSBellinger CFPuig RFTaylor LFBarnes CHill P#LADetermined  | #WorldSeries https://t.co/Fy2cyfooKf
karla__04,90574257,Dodgers,1056293878217621504,2018-10-27 21:17:40,Dodgers,1056288506056560641,2018-10-27 20:56:19,Tonights GM. 4 Dodger lineup vs. Red Sox: Freese 1BMuncy 2BTurner 3BMachado SSBellinger CFPuig RFTaylor LFBarnes CHill P#LADetermined  | #WorldSeries https://t.co/Fy2cyfooKf
_CF3_,2693500437,Dodgers,1056293872060362755,2018-10-27 21:17:38,Dodgers,1056288506056560641,2018-10-27 20:56:19,Tonights GM. 4 Dodger lineup vs. Red Sox: Freese 1BMuncy 2BTurner 3BMachado SSBellinger CFPuig RFTaylor LFBarnes CHill P#LADetermined  | #WorldSeries https://t.co/Fy2cyfooKf
angelzamora_7,1680070609,Dodgers,1056293857917202432,2018-10-27 21:17:35,Dodgers,1056247564985688064,2018-10-27 18:13:38,Max Muncy delivers in the 18th! #TipoftheCap https://t.co/5By12Jc9ZB
EveeElectric,58391247,Dodgers,1056293839692939264,2018-10-27 21:17:31,Tuff_Overlord,1056238319246295040,2018-10-27 17:36:53,My Friend: Are you ready for the #Dodgers game tonight!?Me: https://t.co/PL21GbZBO4
Sossaaa___,1036435430,Dodgers,1056293838900289537,2018-10-27 21:17:30,DOPEITSDOM,1056254149841477633,2018-10-27 18:39:48,Lets go Dodgers!!!!!
JimenaAime,1051713115942019072,Dodgers,1056293837323333633,2018-10-27 21:17:30,stylspidey,1056164794774900738,2018-10-27 12:44:44,PASO ESTO EL 26 OCTUBRE 1975 ELTON JOHN TOCO EN EL ESTADIO DE LOS DODGERS EN ESTE TRAJE Y EXACTAMENTE 43 ANOS DESPUES HARRY STYLES SE PUSO EL MISMO TRAJE QUE ELTON Y HUBO UN PARTIDO DE LOS DODGERS EN DONDE ELLOS GANARON LA MENTE DE HARRY ES OTRO NIVEL https://t.co/rvDJ9frqZv
AxelAxelleyva1,2588167190,Dodgers,1056293834861277184,2018-10-27 21:17:29,MLBONFOX,1056291472108994560,2018-10-27 21:08:06,Lets say you had major travel problems and didnt get on your Boston-LA flight until first pitch of Game 3.You still would have had time to see the @Dodgers 18th inning walk-off... in person. https://t.co/zAhWeImwGp
lilyindescai,98260618,Dodgers,1056293827588358144,2018-10-27 21:17:28,noahcent,1056243750400286720,2018-10-27 17:58:28,Are the dodgers still playing?
Marcus35_,336983942,Dodgers,1056293825725886464,2018-10-27 21:17:27,drewkerr17,1056068270455955456,2018-10-27 06:21:11,Red Sox fan? Dodgers fan? Doesnt matter! We all deserve a medal of some kind for having listened to Joe Buck for a full 6 hours tonight!  #WorldSeries18
_007James_,2214629394,Dodgers,1056293825415692289,2018-10-27 21:17:27,NESN,1056262652719218688,2018-10-27 19:13:35,Nathan Eovaldis #WorldSeries Game 3 stat line only tells half the story.(L) 6.0IP 2 R 1 ER 3 H BB 5 K#RedSox #Dodgers #LADvsBOS https://t.co/CRukEiNRjn https://t.co/IXjtJ4PPdp
mattymarbs21,844416570,Dodgers,1056293824585129984,2018-10-27 21:17:27,MLBNetwork,1056206637348806656,2018-10-27 15:31:00,You werent dreaming @Dodgers fans!Relive @maxmuncy9s 18th inning walk-off blast via #BallparkCam! https://t.co/kbbtTEVJ14
ldkyler,3325015273,Dodgers,1056293822941093891,2018-10-27 21:17:27,ArashMarkazi,1056087425947029504,2018-10-27 07:37:18,The #Dodgers beat the #RedSox on a walk-off home run by Max Muncy to win the longest #WorldSeries game ever played. https://t.co/5NCAlpmVys
BrianSims,242068445,Dodgers,1056293813856231424,2018-10-27 21:17:24,Jared_Carrabis,1056234212804546560,2018-10-27 17:20:34,It took 18 innings and an 0-for-18 from Mookie Betts Xander Bogaerts and JD Martinez for the Dodgers to beat the Red Sox one time.
liamtzzz,1979563868,Dodgers,1056293811876356096,2018-10-27 21:17:24,nickjonas,1056231456559616000,2018-10-27 17:09:37,Little throwback to a @Dodgers game earlier this season with @ThomasRhett. Lets get another W tonight boys  https://t.co/D2m8ucYIOn
Truly_Southern1,824453205400686594,Dodgers,1056293810320433152,2018-10-27 21:17:24,TerranceCreamer,1056292383908880393,2018-10-27 21:11:43,Eduardo Rodriquez of the Boston Red Sox gets the start in game 4 of the World Series against Rich Hill and the Los Angeles Dodgers at Dodger Stadium. Boston holds a 2-1 series lead after last nights marathon game 3 18 inning 3-2 win by L.A. Go Red Sox https://t.co/SKD1p5QrhU
TankforAyton,327782249,Dodgers,1056293808718123009,2018-10-27 21:17:23,guerinaustin,1056286853542760448,2018-10-27 20:49:45,#WorldSeries Game 4#RedSox at #Dodgers: Betts CF Benintendi LF Pearce 1B Martinez RF Bogaerts SS Nunez 3B Holt 2B Vazquez C Rodriguez LHP.
ahscarletpink,962182119379185665,Dodgers,1056293806398627840,2018-10-27 21:17:23,MLBNetwork,1056206637348806656,2018-10-27 15:31:00,You werent dreaming @Dodgers fans!Relive @maxmuncy9s 18th inning walk-off blast via #BallparkCam! https://t.co/kbbtTEVJ14
FrankiePesce,20213843,Dodgers,1056293801252274176,2018-10-27 21:17:21,MLBONFOX,1056291472108994560,2018-10-27 21:08:06,Lets say you had major travel problems and didnt get on your Boston-LA flight until first pitch of Game 3.You still would have had time to see the @Dodgers 18th inning walk-off... in person. https://t.co/zAhWeImwGp
ayyturks,867105984,Dodgers,1056293799956103169,2018-10-27 21:17:21,Dodgers,1056288506056560641,2018-10-27 20:56:19,Tonights GM. 4 Dodger lineup vs. Red Sox: Freese 1BMuncy 2BTurner 3BMachado SSBellinger CFPuig RFTaylor LFBarnes CHill P#LADetermined  | #WorldSeries https://t.co/Fy2cyfooKf
IsThatBigD,403968243,Dodgers,1056293796508401665,2018-10-27 21:17:20,Dodgers,1056247564985688064,2018-10-27 18:13:38,Max Muncy delivers in the 18th! #TipoftheCap https://t.co/5By12Jc9ZB
CarlitosGV,109094135,Dodgers,1056293790254809088,2018-10-27 21:17:19,ComexMasters,1056088922688606208,2018-10-27 07:43:15,La celebracion de @Dodgers tras el bambinazo de @maxmuncy9. Un juego que quedara guardado en los libros de historia. (Via @MLB) https://t.co/vLDVz0M86Y
Xo_Joeyy,330708448,Dodgers,1056293789885591552,2018-10-27 21:17:19,MLBNetwork,1056206637348806656,2018-10-27 15:31:00,You werent dreaming @Dodgers fans!Relive @maxmuncy9s 18th inning walk-off blast via #BallparkCam! https://t.co/kbbtTEVJ14
medinaleo_,1955414448,Dodgers,1056293788245585920,2018-10-27 21:17:18,DodgersNation,1056290487311581184,2018-10-27 21:04:11,#Dodgers #LineupFun #Game4 Ice Man 1BI cant believe what I just saw 2BGinger Jesus 3BSHOW ME THE MANNY SSCANON from Center CFBat Licker RFCT3 LFHe Who Catches from the Canon CDICK MOUNTAIN PLets tie this #WorldSeries UP https://t.co/cElgh3cg3e
NHLmikey,2954254239,Dodgers,1056293783829204993,2018-10-27 21:17:17,incarceratedbob,1056257684356374530,2018-10-27 18:53:50,#WorldSeries Game 4 Free Money ContestWin $200! If we get 4 or more Homers   tonight #Dodgers and highest payroll in MLB #RedSox im splitting up $200 with 4 random accounts.Must RT!Must Be Following!GET  https://t.co/ErMF44c0Tf
ThaBlondeGod,4204943305,Dodgers,1056293781887102976,2018-10-27 21:17:17,StatsBySTATS,1056087139476299776,2018-10-27 07:36:09,With the #Dodgers win the #WorldSeries is guaranteed go at least five games.On Sunday Los Angeles will be the first city ever to host an MLB NFL (Rams) NBA (Clippers) and NHL (Kings) game on the same day.All four games will be played within five miles of each other.
TheRealArcalde,767928223,Dodgers,1056293778611261440,2018-10-27 21:17:16,GISVictorStats,1056094058479673344,2018-10-27 08:03:39,The crowds reaction in this shot gave me the chills. #Dodgers #DodgersWin https://t.co/TbSShxBqGC
Steveprovost7,938469673812873217,Dodgers,1056293776870854658,2018-10-27 21:17:16,Dodgers,1056247564985688064,2018-10-27 18:13:38,Max Muncy delivers in the 18th! #TipoftheCap https://t.co/5By12Jc9ZB
IsThatBigD,403968243,Dodgers,1056293775771717632,2018-10-27 21:17:15,Dodgers,1056288506056560641,2018-10-27 20:56:19,Tonights GM. 4 Dodger lineup vs. Red Sox: Freese 1BMuncy 2BTurner 3BMachado SSBellinger CFPuig RFTaylor LFBarnes CHill P#LADetermined  | #WorldSeries https://t.co/Fy2cyfooKf
_CF3_,2693500437,Dodgers,1056293768310050816,2018-10-27 21:17:14,SportsNetLA,1056292617627951104,2018-10-27 21:12:39,Here is your #Dodgers starting lineup for Game 4 vs. the #RedSox. #WorldSeries | #LADetermined https://t.co/6bA65L91gQ
stevenbeydler,1202806400,Dodgers,1056293768142368768,2018-10-27 21:17:13,Dodgers,1056034510041575425,2018-10-27 04:07:02,Run on @Cody_Bellinger?YOU THOUGHT. #WorldSeries https://t.co/SXRl8NalOJ
claudiagestro,58255954,Dodgers,1056293766829551617,2018-10-27 21:17:13,kengurnick,1056278024906133505,2018-10-27 20:14:40,Dodgers list Clayton Kershaw Game 5 starter still no Game 4 starter confirmed.
mullingwhar,876533221,Dodgers,1056293765235830788,2018-10-27 21:17:13,canalstylinson,1056132274008346624,2018-10-27 10:35:30,Harry ontem a noite em uma festa de Halloween em Los Angeles! Ele esta vestido de Elton John em seu traje do time de Beisebol LA Dodgers! https://t.co/wk85m1GkX1
Desmarieidk,2535952798,Dodgers,1056293760672452608,2018-10-27 21:17:12,chrissroddd,1056235409829593088,2018-10-27 17:25:20,Going to be able to tell my kids I was at this game is something pretty special. @Dodgers @DodgersNation @MLB @FOXSports #dodgers #DodgersNation #worldseries #WorldSeriesgame3 https://t.co/iLNYcFviqr
SteveStec,2668386090,Dodgers,1056293757618802688,2018-10-27 21:17:11,DodgerBlue1958,1056096602228613120,2018-10-27 08:13:45,It took a while but the #Dodgers pulled it out! 3 wins to go #LADetermined https://t.co/qFw0WoCdzF
Ohh_Daisyy,253349349,Dodgers,1056293755752345600,2018-10-27 21:17:11,Dodgers,1056288506056560641,2018-10-27 20:56:19,Tonights GM. 4 Dodger lineup vs. Red Sox: Freese 1BMuncy 2BTurner 3BMachado SSBellinger CFPuig RFTaylor LFBarnes CHill P#LADetermined  | #WorldSeries https://t.co/Fy2cyfooKf
theacehs,68265395,Dodgers,1056293755656040448,2018-10-27 21:17:10,voguemagazine,1056287531363373056,2018-10-27 20:52:27,Harry Styless Halloween costume was a spot-on imitation of Elton Johns iconic sparkle-covered Dodgers uniform which he originally wore in 1975. https://t.co/QzUHkAf2Ax
GreekLakersFan,325649474,Dodgers,1056293753680420864,2018-10-27 21:17:10,BNightengale,1056292630919704576,2018-10-27 21:12:42,#Dodgers manager Dave Roberts says hes already 3 cups of coffee deep and says no one on the field should feel tired today after 7 hours:   Its the World Series man. If you cant get up for this man youve got to find something else to do. Were fine.
waldrop9tucker,496470059,Dodgers,1056293752711667712,2018-10-27 21:17:10,MLBStatoftheDay,1056225676909559808,2018-10-27 16:46:39,.@Dodgers pitching set a @MLB record with 19 Ks in #WorldSeries Game 3. https://t.co/Wzu6QBSgC9
anaschmana,2729552112,Dodgers,1056293749175681024,2018-10-27 21:17:09,DodgerRallyCat,1055598337301209089,2018-10-25 23:13:50,Did you just say the Dodgers dont have a chance? https://t.co/k3KRRzDbwQ
BvsedGodDaniel,2630531422,Dodgers,1056293748391329792,2018-10-27 21:17:09,Dodgers,1056087603991142405,2018-10-27 07:38:00,Guess there is a Max for how many innings will be played tonight. https://t.co/prBS1luHfK
Smity_Cent,1582011146,Dodgers,1056293740682215424,2018-10-27 21:17:07,BaylorBaseball,1056188215542120449,2018-10-27 14:17:48, @Dodgers manager Dave Roberts on what makes @maxmuncy9 such a special player. #SicEm | #NextLevelBU https://t.co/DsPAd1JFGy
lilyfl0wer_,1143811560,Dodgers,1056293738786353152,2018-10-27 21:17:06,SportsNetLA,1056292617627951104,2018-10-27 21:12:39,Here is your #Dodgers starting lineup for Game 4 vs. the #RedSox. #WorldSeries | #LADetermined https://t.co/6bA65L91gQ
RealPJP,122148918,Dodgers,1056293737440063489,2018-10-27 21:17:06,_paul_briggs_,1056273431279296512,2018-10-27 19:56:25,The best #worldseries early morning breakfast is served up by @maxmuncy9 #worldseries #dodgers https://t.co/CSE9kaZ9oo
saintjacquemus,1031349728284422144,Dodgers,1056293732553764866,2018-10-27 21:17:05,voguemagazine,1056287531363373056,2018-10-27 20:52:27,Harry Styless Halloween costume was a spot-on imitation of Elton Johns iconic sparkle-covered Dodgers uniform which he originally wore in 1975. https://t.co/QzUHkAf2Ax
fuckmH4rry,1577781068,Dodgers,1056293732071419906,2018-10-27 21:17:05,lwtyleshome,1056073709868539904,2018-10-27 06:42:47,HARRY REPLICATING ELTON JOHNS DODGERS UNIFORM https://t.co/ST4uDQp8a0
duhitslesly,800865102463275008,Dodgers,1056293723837935616,2018-10-27 21:17:03,Dodgers,1056288506056560641,2018-10-27 20:56:19,Tonights GM. 4 Dodger lineup vs. Red Sox: Freese 1BMuncy 2BTurner 3BMachado SSBellinger CFPuig RFTaylor LFBarnes CHill P#LADetermined  | #WorldSeries https://t.co/Fy2cyfooKf
Donovanjamison1,496228133,Dodgers,1056293721551978496,2018-10-27 21:17:02,card3nas_ie,1056232149257342976,2018-10-27 17:12:22,When you wake up and remember @Dodgers won last night https://t.co/wy7zNnXWNe
Pablomrv,68752380,Dodgers,1056293711649390592,2018-10-27 21:17:00,billplunkettocr,1056290415962255361,2018-10-27 21:03:54,#Dodgers Dave Roberts on his energy after long night: Im three cups deep. Im good.#CaffeineYourFriend #WorldSeries
exsttacy,739704466643898369,Dodgers,1056293706108530689,2018-10-27 21:16:59,Dodgers,1056247564985688064,2018-10-27 18:13:38,Max Muncy delivers in the 18th! #TipoftheCap https://t.co/5By12Jc9ZB
