User,UserID,Query,ResultID,ResultCreated_At,RTUser,RTID,RT_created_at,RT_text
guccixmedicine,950566295740694528,Dodgers,1056292837686308864,2018-10-27 21:13:32,guccixmedicine,1056076323502751744,2018-10-27 06:53:11,YOURE TELLING ME THAT ELTON JOHN PERFORMED AT THE DODGERS STADIUM ON OCTOBER 26TH AND DRESSED IN HIS ICONIC SPARKLY JERSEY WHICH HARRY JUST SO HAPPENS TO BE WEARING TONIGHT OCTOBER 26TH AT A HALLOWEEN PARTY AT THE SAME TIME THE DODGERS ARE PLAYING IN THE WORLD SERIES. WHAT.
manzarry,3111898965,Dodgers,1056292836939874304,2018-10-27 21:13:31,voguemagazine,1056287531363373056,2018-10-27 20:52:27,Harry Styless Halloween costume was a spot-on imitation of Elton Johns iconic sparkle-covered Dodgers uniform which he originally wore in 1975. https://t.co/QzUHkAf2Ax
maharba_zeravla,731452196798136320,Dodgers,1056292836201517056,2018-10-27 21:13:31,Dodgers,1056247564985688064,2018-10-27 18:13:38,Max Muncy delivers in the 18th! #TipoftheCap https://t.co/5By12Jc9ZB
sparkupbuzzcut,2849228496,Dodgers,1056292829469794304,2018-10-27 21:13:30,voguemagazine,1056287531363373056,2018-10-27 20:52:27,Harry Styless Halloween costume was a spot-on imitation of Elton Johns iconic sparkle-covered Dodgers uniform which he originally wore in 1975. https://t.co/QzUHkAf2Ax
xchuyx3,99228441,Dodgers,1056292828811210752,2018-10-27 21:13:30,TKREFRESH22,1056166883358064640,2018-10-27 12:53:02,Ok so my complete UNBIASED opinion... the @Dodgers now appear to have the advantage w/ the Sox throwing their game 4 starter 6 innings. Rich Hill vs TBA ( Sale on short Drew P) tonight?
timmmo510,79589121,Dodgers,1056292823304155136,2018-10-27 21:13:28,MLBONFOX,1056291472108994560,2018-10-27 21:08:06,Lets say you had major travel problems and didnt get on your Boston-LA flight until first pitch of Game 3.You still would have had time to see the @Dodgers 18th inning walk-off... in person. https://t.co/zAhWeImwGp
CescSanchez21,397650890,Dodgers,1056292819902578690,2018-10-27 21:13:27,Enrique_Rojas1,1056290800412160001,2018-10-27 21:05:26,Para #Dodgers el plan es Rich Hill hoy sabado y Clayton Kershaw manana. Para #RedSox Eduardo Rodriguez-Bullpen hoy y muy probable Chris Sale manana. #WorldSeries
LAPDZBorquez,1276611187,Dodgers,1056292815557210112,2018-10-27 21:13:26,RayVMoya1,1056278622250524672,2018-10-27 20:17:02,Sunday will be the first time that five Los Angeles professional sports teams will be playing at home on the same day. Has this EVER happened in ANY US City?? #SportsEquinox #Clippers #Rams #Dodgers #Kings #Galaxy #ILoveLA https://t.co/22RY1GB5EV
jazminespinoza0,486170470,Dodgers,1056292815318052865,2018-10-27 21:13:26,voguemagazine,1056287531363373056,2018-10-27 20:52:27,Harry Styless Halloween costume was a spot-on imitation of Elton Johns iconic sparkle-covered Dodgers uniform which he originally wore in 1975. https://t.co/QzUHkAf2Ax
JhaseRose,756575190,Dodgers,1056292814340923392,2018-10-27 21:13:26,ESPNStatsInfo,1056086640337121280,2018-10-27 07:34:10,In a game that took 7 hours and 20 minutes (the longest postseason game of all-time) Max Muncy walks it off with a HR.Its the 4th walk-off win in @Dodgers World Series history and the 1st since Kirk Gibsons home run in 1988.
Nessliveinrome,473723709,Dodgers,1056292811551715328,2018-10-27 21:13:25,SurvivingGrady,1056263394867798017,2018-10-27 19:16:32,Alexa show me what will prove to be the most regrettable tweet ever. https://t.co/vbCDJoLXAe
eve66e,588800155,Dodgers,1056292807504056320,2018-10-27 21:13:24,DodgersNation,1056290487311581184,2018-10-27 21:04:11,#Dodgers #LineupFun #Game4 Ice Man 1BI cant believe what I just saw 2BGinger Jesus 3BSHOW ME THE MANNY SSCANON from Center CFBat Licker RFCT3 LFHe Who Catches from the Canon CDICK MOUNTAIN PLets tie this #WorldSeries UP https://t.co/cElgh3cg3e
VelgaraYma,808180086,Dodgers,1056292804970799104,2018-10-27 21:13:24,Dodgers,1056276868700155904,2018-10-27 20:10:04,Get here early! Heres everything you need to know about Game 4. #WorldSeries: https://t.co/Vt3F8dA8F6 https://t.co/bs2HpOhmG5
AndrewCCGP,840007707277053955,Dodgers,1056292800025817089,2018-10-27 21:13:23,TitanicBaseball,1056177307537362944,2018-10-27 13:34:27,A WORLD SERIES WALK OFF HOME RUN!!!!MAX MUNCYS WALK OFF GAME RUN IN THE 18TH INNING IS EVEN BETTER WITH TITANIC MUSIC!!! WHAT A GAME!!! WHAT A WIN FOR THE @DODGERS!!!! https://t.co/vCbe6gv2UM
VelgaraYma,808180086,Dodgers,1056292796280143872,2018-10-27 21:13:22,DodgerInsider,1056279144437178368,2018-10-27 20:19:07,Dodgers list Kershaw as the Game 5 starter. Still no Game 4 starter confirmed yet. https://t.co/VHlQnkt5e0
C_Murphy19,1223431568,Dodgers,1056292795097456641,2018-10-27 21:13:21,Jared_Carrabis,1056234212804546560,2018-10-27 17:20:34,It took 18 innings and an 0-for-18 from Mookie Betts Xander Bogaerts and JD Martinez for the Dodgers to beat the Red Sox one time.
C_Araiza14,136529830,Dodgers,1056292793839054848,2018-10-27 21:13:21,SportsNetLA,1056292617627951104,2018-10-27 21:12:39,Here is your #Dodgers starting lineup for Game 4 vs. the #RedSox. #WorldSeries | #LADetermined https://t.co/6bA65L91gQ
VelgaraYma,808180086,Dodgers,1056292790756356097,2018-10-27 21:13:20,Dodgers,1056288506056560641,2018-10-27 20:56:19,Tonights GM. 4 Dodger lineup vs. Red Sox: Freese 1BMuncy 2BTurner 3BMachado SSBellinger CFPuig RFTaylor LFBarnes CHill P#LADetermined  | #WorldSeries https://t.co/Fy2cyfooKf
mariam_shaar,2836592348,Dodgers,1056292784431235072,2018-10-27 21:13:19,nickjonas,1056231456559616000,2018-10-27 17:09:37,Little throwback to a @Dodgers game earlier this season with @ThomasRhett. Lets get another W tonight boys  https://t.co/D2m8ucYIOn
ccgrime,250961252,Dodgers,1056292778953519104,2018-10-27 21:13:18,SportsNetLA,1056292617627951104,2018-10-27 21:12:39,Here is your #Dodgers starting lineup for Game 4 vs. the #RedSox. #WorldSeries | #LADetermined https://t.co/6bA65L91gQ
MatthewVeasey,2250779868,Dodgers,1056292776185344000,2018-10-27 21:13:17,richardjustice,1056289734446608384,2018-10-27 21:01:12,Dodgers have optional batting practice today. Apparently some of the fellas may be tired.
Baaby_Dreaaa,841075232500670464,Dodgers,1056292774146764800,2018-10-27 21:13:16,LaDodgersTalk,1056273571847245829,2018-10-27 19:56:58,Hows everyone feeling about the game tonight?Im feeling like the Dodgers have all the momentum in the world to win tonights game.
JCurveball,204877634,Dodgers,1056292773739978753,2018-10-27 21:13:16,Dodgers,1056288506056560641,2018-10-27 20:56:19,Tonights GM. 4 Dodger lineup vs. Red Sox: Freese 1BMuncy 2BTurner 3BMachado SSBellinger CFPuig RFTaylor LFBarnes CHill P#LADetermined  | #WorldSeries https://t.co/Fy2cyfooKf
dagzDaHustler,86228817,Dodgers,1056292769843470341,2018-10-27 21:13:15,DOPEITSDOM,1056254149841477633,2018-10-27 18:39:48,Lets go Dodgers!!!!!
lovely_harries,1054902725937414145,Dodgers,1056292763170414594,2018-10-27 21:13:14,guccixmedicine,1056076323502751744,2018-10-27 06:53:11,YOURE TELLING ME THAT ELTON JOHN PERFORMED AT THE DODGERS STADIUM ON OCTOBER 26TH AND DRESSED IN HIS ICONIC SPARKLY JERSEY WHICH HARRY JUST SO HAPPENS TO BE WEARING TONIGHT OCTOBER 26TH AT A HALLOWEEN PARTY AT THE SAME TIME THE DODGERS ARE PLAYING IN THE WORLD SERIES. WHAT.
CesarFabianGF,750514681966497793,Dodgers,1056292761991708672,2018-10-27 21:13:14,Dodgers,1056288506056560641,2018-10-27 20:56:19,Tonights GM. 4 Dodger lineup vs. Red Sox: Freese 1BMuncy 2BTurner 3BMachado SSBellinger CFPuig RFTaylor LFBarnes CHill P#LADetermined  | #WorldSeries https://t.co/Fy2cyfooKf
Dodgers_44,2923483483,Dodgers,1056292758179041281,2018-10-27 21:13:13,fam0uslondon,1056032411061022720,2018-10-27 03:58:41,Ill never believe im the only person someone is talking to 
JonathanDill3,894711140,Dodgers,1056292756480389120,2018-10-27 21:13:12,noahcent,1056243750400286720,2018-10-27 17:58:28,Are the dodgers still playing?
danielguillen_,886067910,Dodgers,1056292755054292992,2018-10-27 21:13:12,DOPEITSDOM,1056254149841477633,2018-10-27 18:39:48,Lets go Dodgers!!!!!
twang_SF,33352199,Dodgers,1056292749207457792,2018-10-27 21:13:11,realoverheardla,1056261201699586050,2018-10-27 19:07:49,Barista wearing a Red Sox jersey:Whats the name for the order?Customer: Go Dodgers.
ThisMan_Jake,393029685,Dodgers,1056292745520664576,2018-10-27 21:13:10,DodgerInsider,1056279144437178368,2018-10-27 20:19:07,Dodgers list Kershaw as the Game 5 starter. Still no Game 4 starter confirmed yet. https://t.co/VHlQnkt5e0
myneckmyback,16632778,Dodgers,1056292730425483266,2018-10-27 21:13:06,hitRECordJoe,1055961121624977408,2018-10-26 23:15:24,VATO LOCO ES TU PAPITO #nola #LA #dodgers https://t.co/gWEf0akU8Z https://t.co/wpIlHTX36L
sportsfan3328,737936498,Dodgers,1056292727388692482,2018-10-27 21:13:05,MLBStatoftheDay,1056225676909559808,2018-10-27 16:46:39,.@Dodgers pitching set a @MLB record with 19 Ks in #WorldSeries Game 3. https://t.co/Wzu6QBSgC9
MrJonez1,390499087,Dodgers,1056292725748887553,2018-10-27 21:13:05,MLBONFOX,1056291472108994560,2018-10-27 21:08:06,Lets say you had major travel problems and didnt get on your Boston-LA flight until first pitch of Game 3.You still would have had time to see the @Dodgers 18th inning walk-off... in person. https://t.co/zAhWeImwGp
RealJessieA,3242650418,Dodgers,1056292723949477890,2018-10-27 21:13:05,guccixmedicine,1056076323502751744,2018-10-27 06:53:11,YOURE TELLING ME THAT ELTON JOHN PERFORMED AT THE DODGERS STADIUM ON OCTOBER 26TH AND DRESSED IN HIS ICONIC SPARKLY JERSEY WHICH HARRY JUST SO HAPPENS TO BE WEARING TONIGHT OCTOBER 26TH AT A HALLOWEEN PARTY AT THE SAME TIME THE DODGERS ARE PLAYING IN THE WORLD SERIES. WHAT.
Lebrot23,1001305958688079874,Dodgers,1056292722745716737,2018-10-27 21:13:04,Joelsherman1,1056287569590112256,2018-10-27 20:52:36,Andrew Benintendi starts no Jackie Bradley Jr. Holt is at second though #Dodgers at starting LH Hill.
twinfroggie,285413933,Dodgers,1056292722712166400,2018-10-27 21:13:04,debwebs75,1056100831030898689,2018-10-27 08:30:34,Harry (as Elton John) at the Casamigos Halloween party.   Love the fact the Dodgers won last night and on October 26 1975 Elton played a sold-out Dodger Stadium in this iconic outfit. Youre awesome Styles!! https://t.co/iZLRyCWBzp
_liiaaaaaa,542024327,Dodgers,1056292721277591552,2018-10-27 21:13:04,Dodgers,1056097127560994816,2018-10-27 08:15:51,Damage done. #LADetermined https://t.co/3SxbBAGhCX
LAPDZBorquez,1276611187,Dodgers,1056292720212271104,2018-10-27 21:13:04,FOXLA,1056085797219139585,2018-10-27 07:30:49, @Dodgers WIN!  After 18 innings its a 3-2 win over the Red Sox! Red Sox lead the #WorldSeries 2-1. Well still have FOX 11 News after the game. https://t.co/dvG56SUbFu
lannaaleigh,2272177014,Dodgers,1056292719025250304,2018-10-27 21:13:03,Dodgers,1056085475570544641,2018-10-27 07:29:33,This is fine. https://t.co/uGr7hPHwEi
bbgrafics,190166067,Dodgers,1056292718014619648,2018-10-27 21:13:03,FernandoDiazMLB,1056290483612344325,2018-10-27 21:04:10,Y tal como se preveia Rich Hill lanzara el cuarto partido y Clayton Kershaw lo hara manana por la noche https://t.co/91LDft3h0A
SportsRoadhouse,456120823,Dodgers,1056292715690741760,2018-10-27 21:13:03,MLBONFOX,1056291472108994560,2018-10-27 21:08:06,Lets say you had major travel problems and didnt get on your Boston-LA flight until first pitch of Game 3.You still would have had time to see the @Dodgers 18th inning walk-off... in person. https://t.co/zAhWeImwGp
GalenMachupa,575040945,Dodgers,1056292714105528320,2018-10-27 21:13:02,Section10Pod,1056261836105043970,2018-10-27 19:10:20,Would hate to see this caption coming back to bite the @Dodgers https://t.co/3g0EXc77qG
MeanOleDawg,59481860,Ball Park,1056293861197340673,2018-10-27 21:17:36,ReporterDarius,1056284733984964611,2018-10-27 20:41:20,STATE SOFTBALL@LGHS_Softball 8 Loganville 0. Top 3. @HDHSports @HCAthletics_HCS.When was the last time that 3 homeruns left the park. Two of them back-to-back. Oh and @chandlerrrrrr20 just blasted that ball over the fence too. https://t.co/L61f2oIODn
PORTABLEAIRSYD,1918976136,Ball Park,1056293835939049472,2018-10-27 21:17:30,newscomauHQ,1056292252069154817,2018-10-27 21:11:12,Leicester Citys owners helicopter has crashed in a ball of flames in the clubs stadium car park. https://t.co/auf9HHKPQi
ChadLofton,629665512,Ball Park,1056287635491164162,2018-10-27 20:52:51,ReporterDarius,1056284733984964611,2018-10-27 20:41:20,STATE SOFTBALL@LGHS_Softball 8 Loganville 0. Top 3. @HDHSports @HCAthletics_HCS.When was the last time that 3 homeruns left the park. Two of them back-to-back. Oh and @chandlerrrrrr20 just blasted that ball over the fence too. https://t.co/L61f2oIODn
swimmom19741,713452822822588417,Ball Park,1056287072057782273,2018-10-27 20:50:37,ReporterDarius,1056284733984964611,2018-10-27 20:41:20,STATE SOFTBALL@LGHS_Softball 8 Loganville 0. Top 3. @HDHSports @HCAthletics_HCS.When was the last time that 3 homeruns left the park. Two of them back-to-back. Oh and @chandlerrrrrr20 just blasted that ball over the fence too. https://t.co/L61f2oIODn
LGHS_HCS,2679793992,Ball Park,1056285684699459585,2018-10-27 20:45:06,ReporterDarius,1056284733984964611,2018-10-27 20:41:20,STATE SOFTBALL@LGHS_Softball 8 Loganville 0. Top 3. @HDHSports @HCAthletics_HCS.When was the last time that 3 homeruns left the park. Two of them back-to-back. Oh and @chandlerrrrrr20 just blasted that ball over the fence too. https://t.co/L61f2oIODn
KeriMoody8,832650196865609728,Ball Park,1056285553270898688,2018-10-27 20:44:35,ReporterDarius,1056284733984964611,2018-10-27 20:41:20,STATE SOFTBALL@LGHS_Softball 8 Loganville 0. Top 3. @HDHSports @HCAthletics_HCS.When was the last time that 3 homeruns left the park. Two of them back-to-back. Oh and @chandlerrrrrr20 just blasted that ball over the fence too. https://t.co/L61f2oIODn
jovanthony,109400312,Ball Park,1056285407602790402,2018-10-27 20:44:00,Kkmcky,1056284606863994882,2018-10-27 20:40:49,Dalton Harris @harrisdalton just lick the darn Ball Out of the Park! In a league of his own. A variety of voice range. Owned that Whitney Song and gave it his own twist. Simply beautiful. Mi proud suh till Dalton!!@TheXFactor #XFactor UK SHOW#JAMAICA
jmdavis3021,734871349252874240,Ball Park,1056285219668537344,2018-10-27 20:43:15,ReporterDarius,1056284733984964611,2018-10-27 20:41:20,STATE SOFTBALL@LGHS_Softball 8 Loganville 0. Top 3. @HDHSports @HCAthletics_HCS.When was the last time that 3 homeruns left the park. Two of them back-to-back. Oh and @chandlerrrrrr20 just blasted that ball over the fence too. https://t.co/L61f2oIODn
chekuhn,2294113653,Ball Park,1056284893368455168,2018-10-27 20:41:58,ReporterDarius,1056284733984964611,2018-10-27 20:41:20,STATE SOFTBALL@LGHS_Softball 8 Loganville 0. Top 3. @HDHSports @HCAthletics_HCS.When was the last time that 3 homeruns left the park. Two of them back-to-back. Oh and @chandlerrrrrr20 just blasted that ball over the fence too. https://t.co/L61f2oIODn
HDHSports,2291458866,Ball Park,1056284792545779713,2018-10-27 20:41:34,ReporterDarius,1056284733984964611,2018-10-27 20:41:20,STATE SOFTBALL@LGHS_Softball 8 Loganville 0. Top 3. @HDHSports @HCAthletics_HCS.When was the last time that 3 homeruns left the park. Two of them back-to-back. Oh and @chandlerrrrrr20 just blasted that ball over the fence too. https://t.co/L61f2oIODn
NomNomNomXO,1658722644,Ball Park,1056283002911842304,2018-10-27 20:34:27,GMOFreeUSA,1056207419787919364,2018-10-27 15:34:06,Industrial GMO-fed Chicken is Destroying the Ocean: Tyson Foods (Tyson Hillshire Jimmy Dean Sara Lee Ball Park brands) Linked to the Largest Toxic Dead Zone in U.S. History.... https://t.co/lagGIvNLmz
JA_Espinel,29395126,Ball Park,1056280335107964928,2018-10-27 20:23:51,Mike_Uva,1054485834399916032,2018-10-22 21:33:08,4 months ago today my grandfather passed away. He took me to my very first Sox game in 97. After the game he gave me the very 1st ball he caught at a game. On the eve of covering my 1st World Series I thought it was only fitting to bring that ball back to Fenway Park. Love u Papa https://t.co/l16GwQ3X4T
La_Park_xio,1000000422864740353,Ball Park,1056279670465933313,2018-10-27 20:21:12,bamtyoongi,1056235522014756864,2018-10-27 17:25:47,Maria Becerra dijo que conoce mas la cultura Asiatica que todxs nosotrxs que segun ella sabemos la diferencia de Coreano y Chino hace dos meses pero ella sabe mas porque es fan de Dragon Ball bueno okey aparte de xenofobica es pelotuda o se esta haciendo
USCGamecockBoy,207783185,Ball Park,1056273336387489792,2018-10-27 19:56:02,GregHadley9,1056261468562354178,2018-10-27 19:08:53,Garnet defeats Black 4-3HRs for Holladay EysterThats it for fall ball from Founders Park see ya Feb. 15 #Gamecocks
booksandpens7,2491519632,Ball Park,1056273068929146881,2018-10-27 19:54:58,indiacom,1055737044536868865,2018-10-26 08:25:00,Badhaai Ho Box Office Collection Week 1: Ayushmann Khurrana-Sanya Malhotras Film Hits The Ball of The Park Earns Rs 66.10 Crorehttps://t.co/S1wcwzjn08
brown_chipper,3218524752,Ball Park,1056269853642944512,2018-10-27 19:42:12,GregHadley9,1056261468562354178,2018-10-27 19:08:53,Garnet defeats Black 4-3HRs for Holladay EysterThats it for fall ball from Founders Park see ya Feb. 15 #Gamecocks
jeremypena27,2894047638,Ball Park,1056269071354720256,2018-10-27 19:39:05,__frausto__,1056230033604403202,2018-10-27 17:03:58,I cant wait to spend weekends at the ball park with my kid
golfwizkid,386909939,Ball Park,1056266953202040832,2018-10-27 19:30:40,danielfheck,1056222212926119937,2018-10-27 16:32:53,In Auburn today? Great way to cure the @AuburnFootball bye week blues at Plainsman Park with some @AuburnBaseball fall ball vs. Western Carolina.2:05 pm | Free Admission #WarEagle https://t.co/0SoC74TvfL
MetroPulseUSA,1378065150,Ball Park,1056263794295496704,2018-10-27 19:18:07,GMOFreeUSA,1056207419787919364,2018-10-27 15:34:06,Industrial GMO-fed Chicken is Destroying the Ocean: Tyson Foods (Tyson Hillshire Jimmy Dean Sara Lee Ball Park brands) Linked to the Largest Toxic Dead Zone in U.S. History.... https://t.co/lagGIvNLmz
Segrage_ke,798852088717406208,Ball Park,1056262048802316288,2018-10-27 19:11:11,TBDFEATURES,1056261679217033216,2018-10-27 19:09:43,I like shepard at the park i dont need the ball when im shootin cause i dont miss #AboveTheRim #Trapadrive #Music #KKWBODY still my #Turn #WarWounds This #time its more #painful #Phx #Atlanta
gogamecocks,18959935,Ball Park,1056261802617700355,2018-10-27 19:10:12,GregHadley9,1056261468562354178,2018-10-27 19:08:53,Garnet defeats Black 4-3HRs for Holladay EysterThats it for fall ball from Founders Park see ya Feb. 15 #Gamecocks
Scott_Paton,45715567,Ball Park,1056260126372478977,2018-10-27 19:03:33,MassiveFc,1056247682442899456,2018-10-27 18:14:06,The Brighton Park Massive StoryOur story starts like all the great clubs ... there was a park (Brighton Park Brighton Place Portobello) a ball and a take-on..... https://t.co/sOFljjXStb
brady51h,15304576,Ball Park,1056259977831202818,2018-10-27 19:02:57,SBradleyDC,1055822396555452416,2018-10-26 14:04:10,This story is so cool. And to think I have driven by this house hundreds of times and never knew. Nice job @leoroth and @maxrocphoto https://t.co/eyh0FinfdD
ZakFrizz,910554913813307392,Ball Park,1056259260584202241,2018-10-27 19:00:06,Coachholman,1056008215652171776,2018-10-27 02:22:32,Young players Please hustle out of the box. Its a long way around the bases. If you bust your butt to first and the ball leaves the park youve still got 270ft worth of pimpin.SignedYour Coaches Fans and Teammates
Hamouda92O,929400810588516353,Ball Park,1056256159601041408,2018-10-27 18:47:47,DatBoi_YT,1056239482347929601,2018-10-27 17:41:31,This event is basically match making park and it is absolutely wonderful. Back to back games no ducking comp just search and ball. Simple. #nba2k19
amayiah_,761470448395628544,Ball Park,1056256157269086209,2018-10-27 18:47:46,ELanghorst,1056186967921250304,2018-10-27 14:12:50,As the 3rd quarter ends Park Hill is driving deep in Liberty territory Isaiah Hall steps in to strip and rip the ball for a HUGE Jays Defense takeaway @JaysFootball @Blue_Jay_Nation @LHSBlueJays @LhsqbC @LanghorstPicts https://t.co/GhNWZaUNZh
nessastewart,59913104,Ball Park,1056254011936919552,2018-10-27 18:39:15,whynotmomdotcom,1056220761281703936,2018-10-27 16:27:07,Companies who hire freelancers; some of us need to eat and pay our bills just like you. When you get what you hired a freelancer to do for you; please pay them in a reasonable time so they dont have to beg from others to survive. Ball is in your park now. https://t.co/BbFjdGcnE5
Park_Fernanda_J,913521613072560128,Ball Park,1056252620531097600,2018-10-27 18:33:43,trologguk,1056232595170693122,2018-10-27 17:14:09,maria becerra diciendo q es fan de dragon ball q solo por eso no es xenofobica y q sabe mucho mas q nosotres q conocemos a un coreano hace dos meses ok esta mina no es mas imbecil pq no puede
dj061899,2515820201,Ball Park,1056251351565504512,2018-10-27 18:28:41,kevriveraa,1056176748969234432,2018-10-27 13:32:14,prettiest little girl in the whole ball park  https://t.co/k5wQeYrO8p
jbsrq,23605079,Ball Park,1056251322297696257,2018-10-27 18:28:34,GMOFreeUSA,1056207419787919364,2018-10-27 15:34:06,Industrial GMO-fed Chicken is Destroying the Ocean: Tyson Foods (Tyson Hillshire Jimmy Dean Sara Lee Ball Park brands) Linked to the Largest Toxic Dead Zone in U.S. History.... https://t.co/lagGIvNLmz
God1ssoGood,955984399920635904,Ball Park,1056249887526961152,2018-10-27 18:22:52,GMOFreeUSA,1056207419787919364,2018-10-27 15:34:06,Industrial GMO-fed Chicken is Destroying the Ocean: Tyson Foods (Tyson Hillshire Jimmy Dean Sara Lee Ball Park brands) Linked to the Largest Toxic Dead Zone in U.S. History.... https://t.co/lagGIvNLmz
intheend_ball,914945630451122176,Ball Park,1056246974662422528,2018-10-27 18:11:17,Rt_YourFavBands,1055946149947944963,2018-10-26 22:15:55,Linkin Park Numb  https://t.co/NZpwGiLoWL
pic_flowers,22422777,Ball Park,1056246539314782209,2018-10-27 18:09:33,danielfheck,1056222212926119937,2018-10-27 16:32:53,In Auburn today? Great way to cure the @AuburnFootball bye week blues at Plainsman Park with some @AuburnBaseball fall ball vs. Western Carolina.2:05 pm | Free Admission #WarEagle https://t.co/0SoC74TvfL
Jerelee9,961421252803018754,Ball Park,1056246002519162880,2018-10-27 18:07:25,GMOFreeUSA,1056207419787919364,2018-10-27 15:34:06,Industrial GMO-fed Chicken is Destroying the Ocean: Tyson Foods (Tyson Hillshire Jimmy Dean Sara Lee Ball Park brands) Linked to the Largest Toxic Dead Zone in U.S. History.... https://t.co/lagGIvNLmz
Tamifluwhynott,1927649334,Ball Park,1056244622966562816,2018-10-27 18:01:56,GMOFreeUSA,1056207419787919364,2018-10-27 15:34:06,Industrial GMO-fed Chicken is Destroying the Ocean: Tyson Foods (Tyson Hillshire Jimmy Dean Sara Lee Ball Park brands) Linked to the Largest Toxic Dead Zone in U.S. History.... https://t.co/lagGIvNLmz
vicsinghb,20059959,Ball Park,1056243623266840576,2018-10-27 17:57:58,WestHamWaycouk,1056243154792407040,2018-10-27 17:56:06,How many times has Rice won that ball in the middle of the park today?  Ive lost count
eugene_gaughan,1051037288,Ball Park,1056243552542515200,2018-10-27 17:57:41,WestHamWaycouk,1056243154792407040,2018-10-27 17:56:06,How many times has Rice won that ball in the middle of the park today?  Ive lost count
Prindigo,72084048,Ball Park,1056242800361201664,2018-10-27 17:54:42,Cobtribefan,1056236704384860161,2018-10-27 17:30:28,@cincy_browncoat @DMR_MI @Prindigo @Taxpayers1234 @CoolCzech1 @ChelieinTX @im_marcie @_wintergirl93 @Dwarfclone @GOP We Enjoy OTR Findlay market great American ball park. Love the Holy Grail bar across the street. Enjoy driving the neighborhoods. Enjoy the hills since we live In Flat lands. Rheingeist brewery is cool to check out.
park_037,2983025775,Ball Park,1056241931808849921,2018-10-27 17:51:15,bamtyoongi,1056235522014756864,2018-10-27 17:25:47,Maria Becerra dijo que conoce mas la cultura Asiatica que todxs nosotrxs que segun ella sabemos la diferencia de Coreano y Chino hace dos meses pero ella sabe mas porque es fan de Dragon Ball bueno okey aparte de xenofobica es pelotuda o se esta haciendo
AppleJacksTay,866100474948308992,Ball Park,1056241248904904706,2018-10-27 17:48:32,DatBoi_YT,1056239482347929601,2018-10-27 17:41:31,This event is basically match making park and it is absolutely wonderful. Back to back games no ducking comp just search and ball. Simple. #nba2k19
ItzAidan4,857551846809980929,Ball Park,1056240838295146501,2018-10-27 17:46:54,DatBoi_YT,1056239482347929601,2018-10-27 17:41:31,This event is basically match making park and it is absolutely wonderful. Back to back games no ducking comp just search and ball. Simple. #nba2k19
mark_a_nobody,2899871724,Ball Park,1056239722723467265,2018-10-27 17:42:28,Codee_Reddd,1056237916190638080,2018-10-27 17:35:17,@drippinhoneyfr Eight mile still running shit in park ball 
Mrs_Ball__,1623675092,Ball Park,1056238534871388161,2018-10-27 17:37:45,niezwyczajnosc,1055909873534357505,2018-10-26 19:51:46,spierdole sb jak armaty w kinie zaczna krzyczec KiM NAMDZUN KIM SOKDZIN MIN JUNKI JUNK HOSOK PARK DZIMIN KIM TEJONG JEON DZUNKUK
drippinhoneyfr,1008034851042275328,Ball Park,1056238277043339264,2018-10-27 17:36:43,Codee_Reddd,1056237916190638080,2018-10-27 17:35:17,@drippinhoneyfr Eight mile still running shit in park ball 
wdefnews12,28645139,Ball Park,1056238214682423298,2018-10-27 17:36:28,AWorthyNews,1056234965871050753,2018-10-27 17:23:34,Normal Park Museum Magnet School is hosting their #Normalpalooza Arts &amp; Music Festival until 4 pm! There is a wrecking ball inflatable a 28 foot slide pony rides putt putt + so much more! They are raising money to support their @normalparkmm teachers! #wearenp @hamcoschools https://t.co/AZ4cP3jCvU
MarilynHallihan,3290684160,Ball Park,1056238120360759296,2018-10-27 17:36:06,GMOFreeUSA,1056207419787919364,2018-10-27 15:34:06,Industrial GMO-fed Chicken is Destroying the Ocean: Tyson Foods (Tyson Hillshire Jimmy Dean Sara Lee Ball Park brands) Linked to the Largest Toxic Dead Zone in U.S. History.... https://t.co/lagGIvNLmz
_SamIAm13,179576592,Ball Park,1056238048453648385,2018-10-27 17:35:49,s_pizz10,1056234797045960704,2018-10-27 17:22:54,Come visit us @ Blackie Chester! Love being out at the ball park  @epbasetraining @ Blackie Chesher Park https://t.co/nyFlzJGkIO
epbasetraining,545495420,Ball Park,1056237970632536064,2018-10-27 17:35:30,s_pizz10,1056234797045960704,2018-10-27 17:22:54,Come visit us @ Blackie Chester! Love being out at the ball park  @epbasetraining @ Blackie Chesher Park https://t.co/nyFlzJGkIO
PlutoniumSox,127329040,Ball Park,1056232442393255937,2018-10-27 17:13:32,whynotmomdotcom,1056220761281703936,2018-10-27 16:27:07,Companies who hire freelancers; some of us need to eat and pay our bills just like you. When you get what you hired a freelancer to do for you; please pay them in a reasonable time so they dont have to beg from others to survive. Ball is in your park now. https://t.co/BbFjdGcnE5
Smith_C_Nick,323548484,Ball Park,1056229758273511425,2018-10-27 17:02:52,UNABaseball,1056191377829171203,2018-10-27 14:30:22,Gameday! We hope to see everyone out at the ball park today for the first 2 games of our Fall World Series! 2 7-inning games today starting at noon https://t.co/vuGzRE54xn
