rows,words
"[0.03333333333333333, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.03333333333333333, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06666666666666667, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.03333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06666666666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06666666666666667, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.06666666666666667, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.06666666666666667, 0.06666666666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.36666666666666664, 0.0, 0.0, 0.0, 0.0, 0.06666666666666667, 0.0, 0.0, 0.5, 0.3333333333333333, 0.0, 0.06666666666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.5666666666666667, 0.0, 0.1, 0.0, 0.4, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.06666666666666667, 0.0, 0.0, 0.06666666666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.5666666666666667, 0.0, 0.0, 0.0, 0.3333333333333333, 0.5666666666666667, 0.6666666666666666, 1.0, 0.9333333333333333]",responders
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09375, 0.0, 0.03125, 0.0, 0.0, 1.0, 0.0, 0.0625, 0.0, 0.0, 0.0, 0.03125, 0.125, 0.0, 0.09375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0625, 0.0, 0.0, 0.0, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03125, 0.0, 0.0, 0.0625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.03125, 0.03125, 0.0, 0.09375, 0.0, 0.0, 0.0, 0.03125, 0.0, 0.0, 0.0, 0.03125, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03125, 0.375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09375, 0.125, 0.0, 0.0, 0.0, 0.0625, 0.0625, 0.0, 0.15625, 0.0, 0.03125, 0.0, 0.0, 0.0, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15625, 0.0, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03125, 0.03125, 0.0, 0.0, 0.0, 0.1875, 0.375, 0.0, 0.15625, 0.0, 0.0, 0.0, 0.4375, 0.0, 0.4375, 0.0, 0.25, 0.4375, 0.4375, 0.4375, 0.78125, 0.6875, 0.625]",please
"[0.0, 0.0, 1.0, 0.0, 0.7317073170731707, 0.0, 0.0, 0.7317073170731707, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024390243902439025, 0.024390243902439025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024390243902439025, 0.0, 0.0, 0.7317073170731707, 0.0, 0.0, 0.0, 0.12195121951219512, 0.024390243902439025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024390243902439025, 0.0, 0.024390243902439025, 0.0, 0.8292682926829268, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024390243902439025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7560975609756098, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12195121951219512, 0.024390243902439025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024390243902439025, 0.12195121951219512, 0.0, 0.0, 0.0, 0.12195121951219512, 0.0, 0.0, 1.0, 0.0, 0.0, 0.04878048780487805, 0.0, 0.0, 0.0, 0.0, 0.8048780487804879, 0.04878048780487805, 0.7804878048780488, 0.7560975609756098, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04878048780487805, 0.0, 0.04878048780487805, 0.0, 0.0, 0.7317073170731707, 0.0, 0.0, 1.0, 0.0, 0.0, 0.7317073170731707, 0.14634146341463414, 0.0, 0.0, 0.0, 0.17073170731707318, 0.0, 0.0, 0.0, 0.07317073170731707, 0.7317073170731707, 0.0, 0.0, 0.9024390243902439, 0.7317073170731707, 0.9024390243902439, 0.04878048780487805, 0.04878048780487805, 0.0, 0.7317073170731707, 0.9512195121951219, 0.7317073170731707, 1.0]",saddened
"[0.17391304347826086, 0.0, 0.0, 1.0, 0.1956521739130435, 0.0, 0.0, 0.0, 0.06521739130434782, 0.0, 0.0, 0.0, 0.1956521739130435, 0.0, 0.0, 0.0, 0.0, 0.2826086956521739, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021739130434782608, 0.043478260869565216, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021739130434782608, 0.0, 0.0, 0.021739130434782608, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08695652173913043, 0.0, 0.0, 0.0, 0.0, 0.021739130434782608, 0.043478260869565216, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2826086956521739, 0.0, 0.0, 0.0, 0.021739130434782608, 0.0, 0.021739130434782608, 0.0, 0.0, 0.0, 0.08695652173913043, 0.30434782608695654, 0.1956521739130435, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.043478260869565216, 0.0, 0.21739130434782608, 0.0, 0.0, 0.0, 0.21739130434782608, 0.0, 0.021739130434782608, 0.0, 0.043478260869565216, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1956521739130435, 0.0, 0.30434782608695654, 0.21739130434782608, 0.0, 0.0, 0.0, 0.17391304347826086, 0.0, 0.0, 0.021739130434782608, 0.043478260869565216, 0.17391304347826086, 0.2608695652173913, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10869565217391304, 0.0, 0.21739130434782608, 0.0, 0.10869565217391304, 0.0, 0.0, 0.41304347826086957, 0.0, 0.043478260869565216, 0.0, 0.021739130434782608, 0.30434782608695654, 0.0, 0.0, 0.06521739130434782, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17391304347826086, 0.0, 0.021739130434782608, 0.021739130434782608, 0.043478260869565216, 0.08695652173913043, 0.0, 0.2608695652173913, 0.06521739130434782, 0.0, 0.34782608695652173, 0.021739130434782608, 0.45652173913043476, 0.021739130434782608, 0.021739130434782608, 0.17391304347826086, 0.0, 0.021739130434782608, 0.021739130434782608, 0.021739130434782608, 0.17391304347826086, 0.9565217391304348, 0.9565217391304348, 0.8478260869565217]",hear
"[0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 1.0, 0.0, 0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0, 0.0, 0.0, 0.52, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.52, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0, 0.02, 0.0, 0.0, 0.0, 0.04, 0.0, 0.0, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.0, 0.02, 0.0, 0.0, 0.0, 0.0, 0.02, 0.3, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0, 0.0, 0.06, 0.02, 0.0, 0.04, 0.52, 0.0, 0.06, 0.0, 0.0, 0.0, 0.04, 0.0, 0.0, 0.0, 0.02, 0.02, 0.0, 0.0, 0.3, 0.0, 0.34, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.02, 0.0, 0.04, 0.3, 0.0, 0.0, 0.52, 0.0, 0.52, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0, 0.0, 0.04, 0.0, 0.0, 0.3, 0.0, 0.06, 0.04, 0.0, 0.52, 0.0, 0.0, 0.0, 0.36, 0.02, 0.0, 0.9, 0.0, 0.0, 0.36, 0.0, 0.0, 0.0, 0.0, 0.36, 0.46, 0.66, 0.92]",blaming
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.075, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.3, 0.0, 0.3, 0.0, 0.3, 0.3, 0.025, 0.0, 0.0, 0.275, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025, 0.0, 0.0, 0.025, 0.0, 0.0, 0.0, 0.025, 0.0, 0.075, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025, 0.025, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.275, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.05, 0.1, 0.0, 0.0, 0.3, 0.3, 0.0, 0.275, 0.0, 0.0, 0.0, 0.35, 0.025, 0.325, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.175, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.275, 0.0, 0.0, 0.0, 0.0, 0.125, 0.125, 0.0, 0.0, 0.625, 0.775, 0.85]",theres
"[0.03636363636363636, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03636363636363636, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8727272727272727, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03636363636363636, 0.0, 0.8727272727272727, 0.0, 0.8727272727272727, 0.0, 0.0, 0.0, 0.09090909090909091, 0.0, 0.0, 0.0, 0.8727272727272727, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8727272727272727, 0.0, 0.0, 0.0, 0.8727272727272727, 0.0, 0.0, 0.0, 0.03636363636363636, 0.09090909090909091, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03636363636363636, 0.0, 0.09090909090909091, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09090909090909091, 0.0, 0.8727272727272727, 0.0, 0.0, 0.0, 0.03636363636363636, 0.8727272727272727, 0.0, 0.03636363636363636, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8727272727272727, 0.03636363636363636, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03636363636363636, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03636363636363636, 0.8727272727272727, 0.0, 0.0, 0.8727272727272727, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8727272727272727, 0.0, 0.0, 0.0, 0.03636363636363636, 0.0, 0.0, 0.8727272727272727, 0.0, 0.9090909090909091, 0.03636363636363636, 0.0, 0.0, 0.0, 0.0, 0.8727272727272727, 0.8727272727272727, 0.0, 0.0, 0.8727272727272727, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.8727272727272727]",human
"[0.0, 0.0, 1.0, 0.0, 0.7317073170731707, 0.0, 0.0, 0.7317073170731707, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024390243902439025, 0.024390243902439025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024390243902439025, 0.0, 0.0, 0.7317073170731707, 0.0, 0.0, 0.0, 0.12195121951219512, 0.024390243902439025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024390243902439025, 0.0, 0.024390243902439025, 0.0, 0.8292682926829268, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024390243902439025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7560975609756098, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12195121951219512, 0.024390243902439025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024390243902439025, 0.12195121951219512, 0.0, 0.0, 0.0, 0.12195121951219512, 0.0, 0.0, 1.0, 0.0, 0.0, 0.04878048780487805, 0.0, 0.0, 0.0, 0.0, 0.8048780487804879, 0.04878048780487805, 0.7804878048780488, 0.7560975609756098, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04878048780487805, 0.0, 0.04878048780487805, 0.0, 0.0, 0.7317073170731707, 0.0, 0.0, 1.0, 0.0, 0.0, 0.7317073170731707, 0.14634146341463414, 0.0, 0.0, 0.0, 0.17073170731707318, 0.0, 0.0, 0.0, 0.07317073170731707, 0.7317073170731707, 0.0, 0.0, 0.9024390243902439, 0.7317073170731707, 0.9024390243902439, 0.04878048780487805, 0.04878048780487805, 0.0, 0.7317073170731707, 0.9512195121951219, 0.7317073170731707, 1.0]",black
"[0.0, 0.0, 0.6666666666666666, 0.2, 1.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.08888888888888889, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.08888888888888889, 0.0, 0.1111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6888888888888889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.022222222222222223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022222222222222223, 0.0, 0.0, 0.1111111111111111, 0.08888888888888889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.1111111111111111, 0.2, 0.0, 0.0, 0.1111111111111111, 0.0, 0.0, 0.7111111111111111, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.6666666666666666, 0.0, 0.6666666666666666, 0.7111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08888888888888889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.7111111111111111, 0.0, 0.0, 0.6666666666666666, 0.1111111111111111, 0.08888888888888889, 0.0, 0.0, 0.08888888888888889, 0.2, 0.0, 0.08888888888888889, 0.0, 0.6666666666666666, 0.0, 0.0, 0.6666666666666666, 0.7777777777777778, 0.6888888888888889, 0.0, 0.0, 0.0, 0.7777777777777778, 0.8666666666666667, 0.9777777777777777, 0.9777777777777777]",shabbat
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.11904761904761904, 0.047619047619047616, 0.0, 0.0, 0.2619047619047619, 0.09523809523809523, 0.0, 0.0, 0.21428571428571427, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5714285714285714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21428571428571427, 0.0, 0.023809523809523808, 0.0, 0.4523809523809524, 0.0, 0.0, 0.0, 0.023809523809523808, 0.11904761904761904, 0.0, 0.21428571428571427, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.047619047619047616, 0.023809523809523808, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7142857142857143, 0.0, 0.11904761904761904, 0.047619047619047616, 0.0, 0.0, 0.0, 0.047619047619047616, 0.11904761904761904, 0.09523809523809523, 0.023809523809523808, 0.023809523809523808, 0.0, 0.14285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11904761904761904, 0.0, 0.0, 0.0, 0.0, 0.023809523809523808, 0.023809523809523808, 0.0, 0.11904761904761904, 0.19047619047619047, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.14285714285714285, 0.0, 0.023809523809523808, 0.6428571428571429, 0.023809523809523808, 0.0, 0.0, 0.14285714285714285, 0.47619047619047616, 0.11904761904761904, 0.0, 0.0, 0.40476190476190477, 0.2857142857142857, 0.23809523809523808, 0.0, 0.023809523809523808, 0.19047619047619047, 0.0, 0.14285714285714285, 0.0, 0.5714285714285714, 0.14285714285714285, 0.0, 0.0, 0.09523809523809523, 0.4523809523809524, 0.0, 0.047619047619047616, 0.0, 0.023809523809523808, 0.047619047619047616, 0.0, 0.023809523809523808, 0.0, 0.0, 0.09523809523809523, 0.14285714285714285, 0.14285714285714285, 0.023809523809523808, 0.0, 0.14285714285714285, 0.09523809523809523, 0.19047619047619047, 0.9047619047619048, 0.9761904761904762, 0.6904761904761905]",evil
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.125, 0.0, 0.2708333333333333, 0.0, 0.041666666666666664, 0.0625, 0.0, 0.0, 0.0, 0.08333333333333333, 0.0, 0.0, 0.0, 0.10416666666666667, 1.0, 0.0, 0.0, 0.0, 0.0, 0.08333333333333333, 0.0625, 0.0, 0.14583333333333334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020833333333333332, 0.0, 0.0, 0.20833333333333334, 0.0, 0.10416666666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.041666666666666664, 0.0, 0.0, 0.041666666666666664, 0.0, 0.0, 0.0, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.0, 0.0, 0.08333333333333333, 0.0, 0.0, 0.0, 0.14583333333333334, 0.0, 0.041666666666666664, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020833333333333332, 0.0, 0.0, 0.0, 0.0, 0.020833333333333332, 0.0, 0.0, 0.1875, 0.0, 0.0, 0.0, 0.20833333333333334, 0.0, 0.10416666666666667, 0.0, 0.10416666666666667, 0.020833333333333332, 0.0, 0.16666666666666666, 0.0, 0.0, 0.125, 0.375, 0.041666666666666664, 0.22916666666666666, 0.2916666666666667, 0.0, 0.0, 0.0, 0.0, 0.20833333333333334, 0.0, 0.14583333333333334, 0.0, 0.0625, 0.0, 0.0, 0.0625, 0.0, 0.0, 0.22916666666666666, 0.020833333333333332, 0.0, 0.10416666666666667, 0.0, 0.0, 0.0, 0.2708333333333333, 0.0, 0.0, 0.10416666666666667, 0.125, 0.0, 0.0, 0.10416666666666667, 0.041666666666666664, 0.10416666666666667, 0.0, 0.0625, 0.0, 0.020833333333333332, 0.0, 0.0, 0.0, 0.041666666666666664, 0.0, 0.041666666666666664, 0.0, 0.0, 0.041666666666666664, 0.125, 0.020833333333333332, 0.125, 0.0, 0.041666666666666664, 0.0, 0.0, 0.2708333333333333, 0.0, 0.0, 0.10416666666666667, 0.0, 0.10416666666666667, 0.041666666666666664, 0.0, 0.16666666666666666, 0.0, 0.4583333333333333, 0.6041666666666666, 0.041666666666666664, 0.16666666666666666, 0.3958333333333333, 0.5833333333333334, 0.22916666666666666]",way
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.11904761904761904, 0.047619047619047616, 0.0, 0.0, 0.2619047619047619, 0.09523809523809523, 0.0, 0.0, 0.21428571428571427, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5714285714285714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21428571428571427, 0.0, 0.023809523809523808, 0.0, 0.4523809523809524, 0.0, 0.0, 0.0, 0.023809523809523808, 0.11904761904761904, 0.0, 0.21428571428571427, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.047619047619047616, 0.023809523809523808, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7142857142857143, 0.0, 0.11904761904761904, 0.047619047619047616, 0.0, 0.0, 0.0, 0.047619047619047616, 0.11904761904761904, 0.09523809523809523, 0.023809523809523808, 0.023809523809523808, 0.0, 0.14285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11904761904761904, 0.0, 0.0, 0.0, 0.0, 0.023809523809523808, 0.023809523809523808, 0.0, 0.11904761904761904, 0.19047619047619047, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.14285714285714285, 0.0, 0.023809523809523808, 0.6428571428571429, 0.023809523809523808, 0.0, 0.0, 0.14285714285714285, 0.47619047619047616, 0.11904761904761904, 0.0, 0.0, 0.40476190476190477, 0.2857142857142857, 0.23809523809523808, 0.0, 0.023809523809523808, 0.19047619047619047, 0.0, 0.14285714285714285, 0.0, 0.5714285714285714, 0.14285714285714285, 0.0, 0.0, 0.09523809523809523, 0.4523809523809524, 0.0, 0.047619047619047616, 0.0, 0.023809523809523808, 0.047619047619047616, 0.0, 0.023809523809523808, 0.0, 0.0, 0.09523809523809523, 0.14285714285714285, 0.14285714285714285, 0.023809523809523808, 0.0, 0.14285714285714285, 0.09523809523809523, 0.19047619047619047, 0.9047619047619048, 0.9761904761904762, 0.6904761904761905]",terrible
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.05263157894736842, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.8421052631578947, 0.05263157894736842, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 0.05263157894736842, 0.0, 0.8421052631578947, 0.0, 0.9473684210526315, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.8947368421052632, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 0.10526315789473684, 0.10526315789473684, 0.0, 0.0, 0.8421052631578947, 0.8421052631578947, 0.8421052631578947]",$
