rows,words
"[0.013888888888888888, 0.0, 0.06944444444444445, 0.0, 0.06944444444444445, 0.1111111111111111, 0.0, 0.06944444444444445, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.027777777777777776, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08333333333333333, 0.0, 0.0, 0.0, 1.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.08333333333333333, 0.06944444444444445, 0.0, 0.08333333333333333, 0.013888888888888888, 0.0, 0.0, 0.027777777777777776, 0.0, 0.0, 0.013888888888888888, 0.1111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.041666666666666664, 0.013888888888888888, 0.0, 0.0, 0.041666666666666664, 0.0, 0.0, 0.0, 0.0, 0.06944444444444445, 0.0, 0.0, 0.125, 0.013888888888888888, 0.0, 0.0, 0.013888888888888888, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013888888888888888, 0.9166666666666666, 0.08333333333333333, 0.013888888888888888, 0.0, 0.875, 0.0, 0.0, 0.1111111111111111, 0.0, 0.0, 0.08333333333333333, 0.0, 0.0, 0.0, 0.0, 0.19444444444444445, 0.0, 0.25, 0.1388888888888889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.041666666666666664, 0.0, 0.013888888888888888, 0.027777777777777776, 0.0, 0.0, 0.0, 0.013888888888888888, 0.0, 0.3055555555555556, 0.4722222222222222, 0.0, 0.1111111111111111, 0.4722222222222222, 0.0, 0.06944444444444445, 0.05555555555555555, 0.0, 0.6388888888888888, 0.013888888888888888, 0.2361111111111111, 0.0, 0.013888888888888888, 0.0, 0.013888888888888888, 0.06944444444444445, 0.041666666666666664, 0.0, 0.09722222222222222, 0.06944444444444445, 0.09722222222222222, 0.0, 0.0, 0.0, 0.06944444444444445, 0.8888888888888888, 0.9444444444444444, 0.9027777777777778]",identified
"[0.0, 0.0, 0.0136986301369863, 0.0, 0.0, 0.0273972602739726, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0136986301369863, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2876712328767123, 0.0136986301369863, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0547945205479452, 0.0, 0.0, 0.0, 0.0, 0.0136986301369863, 0.0, 0.3287671232876712, 1.0, 0.3013698630136986, 0.0, 0.0684931506849315, 0.0136986301369863, 0.0, 0.0, 0.0, 0.0410958904109589, 0.0, 0.0, 0.0, 0.0136986301369863, 0.0, 0.0, 0.0, 0.0136986301369863, 0.0, 0.0, 0.0273972602739726, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0821917808219178, 0.0821917808219178, 0.0, 0.0136986301369863, 0.0547945205479452, 0.0, 0.0, 0.0821917808219178, 0.0, 0.0, 0.0, 0.0, 0.0136986301369863, 0.2876712328767123, 0.0, 0.1232876712328767, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0410958904109589, 0.0136986301369863, 0.0, 0.0547945205479452, 0.0, 0.0, 0.0, 0.0, 0.3835616438356164, 0.0410958904109589, 0.0, 0.0, 0.3835616438356164, 0.0, 0.2876712328767123, 0.0136986301369863, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0273972602739726, 0.0, 0.0273972602739726, 0.0547945205479452, 0.0, 0.0, 0.0, 0.0136986301369863, 0.0, 0.0, 0.0, 0.0273972602739726, 0.1506849315068493, 0.0273972602739726, 0.0, 0.0547945205479452, 0.0136986301369863, 0.0273972602739726, 0.0273972602739726, 0.0821917808219178, 0.3835616438356164, 0.0, 0.0136986301369863, 0.3835616438356164, 0.0, 0.0, 0.0273972602739726, 0.0, 0.410958904109589, 0.0, 0.0, 0.0, 0.0, 0.0136986301369863, 0.1232876712328767, 0.410958904109589, 0.0273972602739726, 0.0410958904109589, 0.136986301369863, 0.1095890410958904, 0.136986301369863, 0.0136986301369863, 0.0136986301369863, 0.0410958904109589, 0.1095890410958904, 0.684931506849315, 0.9315068493150684, 0.684931506849315]",officials
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.016666666666666666, 0.0, 0.0, 0.0, 0.0, 0.16666666666666666, 0.03333333333333333, 0.016666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03333333333333333, 0.18333333333333332, 0.0, 0.5666666666666667, 0.11666666666666667, 0.0, 0.0, 0.0, 0.13333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016666666666666666, 0.0, 0.0, 0.36666666666666664, 1.0, 0.0, 0.0, 0.016666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016666666666666666, 0.0, 0.0, 0.0, 0.0, 0.016666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03333333333333333, 0.11666666666666667, 0.0, 0.2833333333333333, 0.0, 0.0, 0.0, 0.0, 0.016666666666666666, 0.05, 0.0, 0.016666666666666666, 0.016666666666666666, 0.0, 0.0, 0.0, 0.0, 0.36666666666666664, 0.0, 0.0, 0.18333333333333332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016666666666666666, 0.0, 0.0, 0.0, 0.11666666666666667, 0.0, 0.03333333333333333, 0.0, 0.21666666666666667, 0.0, 0.0, 0.0, 0.0, 0.35, 0.016666666666666666, 0.0, 0.0, 0.21666666666666667, 0.0, 0.11666666666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016666666666666666, 0.03333333333333333, 0.0, 0.0, 0.016666666666666666, 0.0, 0.0, 0.0, 0.3333333333333333, 0.016666666666666666, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.11666666666666667, 0.3, 0.0, 0.0, 0.03333333333333333, 0.0, 0.016666666666666666, 0.0, 0.0, 0.3333333333333333, 0.11666666666666667, 0.0, 0.03333333333333333, 0.35, 0.016666666666666666, 0.3333333333333333, 0.11666666666666667, 0.05, 0.016666666666666666, 0.13333333333333333, 0.18333333333333332, 0.3333333333333333, 0.06666666666666667, 0.05, 0.7, 0.21666666666666667]",family
"[0.0, 0.014492753623188406, 0.0, 0.0, 0.0, 0.014492753623188406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014492753623188406, 0.0, 0.6956521739130435, 0.0, 0.2463768115942029, 0.0, 0.0, 0.0, 0.6956521739130435, 0.014492753623188406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6956521739130435, 0.0, 0.6956521739130435, 0.014492753623188406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014492753623188406, 0.0, 0.0, 0.0, 0.0, 0.6956521739130435, 0.0, 0.0, 0.0, 0.7101449275362319, 0.014492753623188406, 0.0, 0.0, 0.0, 0.0, 0.2463768115942029, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014492753623188406, 0.0, 0.014492753623188406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2318840579710145, 0.0, 0.0, 0.0, 0.0, 0.6956521739130435, 0.2463768115942029, 0.0, 0.0, 0.028985507246376812, 0.6956521739130435, 0.0, 0.0, 0.0, 0.014492753623188406, 0.0, 0.0, 0.0, 0.6956521739130435, 0.0, 0.0, 0.0, 0.0, 0.2463768115942029, 0.014492753623188406, 0.0, 0.2608695652173913, 0.0, 0.014492753623188406, 0.0, 0.0, 0.0, 0.0, 0.014492753623188406, 0.0, 0.2898550724637681, 0.0, 0.0, 0.2318840579710145, 0.6956521739130435, 0.0, 0.0, 0.6956521739130435, 0.014492753623188406, 0.0, 0.2463768115942029, 0.014492753623188406, 0.2463768115942029, 0.6956521739130435, 0.0, 0.0, 0.2318840579710145, 0.0, 0.0, 0.2318840579710145, 0.6956521739130435, 0.0, 0.6956521739130435, 0.0, 0.0, 0.0, 0.0, 0.014492753623188406, 0.6956521739130435, 0.927536231884058, 0.014492753623188406, 0.0, 0.7101449275362319, 0.043478260869565216, 0.014492753623188406, 0.2463768115942029, 0.014492753623188406, 0.0, 0.0, 0.043478260869565216, 0.2318840579710145, 0.9710144927536232, 0.9855072463768116, 1.0]",took
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.05263157894736842, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.8421052631578947, 0.05263157894736842, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 0.05263157894736842, 0.0, 0.8421052631578947, 0.0, 0.9473684210526315, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.8947368421052632, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 0.10526315789473684, 0.10526315789473684, 0.0, 0.0, 0.8421052631578947, 0.8421052631578947, 0.8421052631578947]",investigation
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",city
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.10344827586206896, 0.0, 0.0, 0.017241379310344827, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017241379310344827, 0.0, 0.0, 0.0, 0.0, 0.8620689655172413, 0.8620689655172413, 0.8620689655172413, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8620689655172413, 0.0, 0.8620689655172413, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10344827586206896, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.8620689655172413, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8620689655172413, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8620689655172413, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10344827586206896, 0.0, 0.0, 0.0, 0.0, 0.017241379310344827, 0.0, 0.017241379310344827, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10344827586206896, 0.0, 0.0, 0.0, 0.10344827586206896, 0.0, 0.0, 0.017241379310344827, 0.0, 0.0, 0.10344827586206896, 0.0, 0.0, 0.0, 0.0, 0.10344827586206896, 0.0, 0.10344827586206896, 0.8620689655172413, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017241379310344827, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8620689655172413, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8620689655172413, 0.0, 0.8620689655172413, 0.10344827586206896, 0.8620689655172413, 0.0, 0.0, 0.017241379310344827, 0.8620689655172413, 0.8620689655172413, 0.017241379310344827, 0.8620689655172413, 0.8620689655172413, 0.8620689655172413, 0.017241379310344827, 0.0, 0.017241379310344827, 0.8620689655172413, 1.0, 1.0, 1.0]",security
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.05263157894736842, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.8421052631578947, 0.05263157894736842, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 0.05263157894736842, 0.0, 0.8421052631578947, 0.0, 0.9473684210526315, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.8947368421052632, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 0.10526315789473684, 0.10526315789473684, 0.0, 0.0, 0.8421052631578947, 0.8421052631578947, 0.8421052631578947]",media
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.05263157894736842, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.8421052631578947, 0.05263157894736842, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 0.05263157894736842, 0.0, 0.8421052631578947, 0.0, 0.9473684210526315, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.8947368421052632, 0.0, 0.0, 0.8421052631578947, 0.0, 0.0, 0.0, 0.0, 0.10526315789473684, 0.10526315789473684, 0.0, 0.0, 0.8421052631578947, 0.8421052631578947, 0.8421052631578947]",guard
"[0.013888888888888888, 0.0, 0.06944444444444445, 0.0, 0.06944444444444445, 0.1111111111111111, 0.0, 0.06944444444444445, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.027777777777777776, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08333333333333333, 0.0, 0.0, 0.0, 1.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.08333333333333333, 0.06944444444444445, 0.0, 0.08333333333333333, 0.013888888888888888, 0.0, 0.0, 0.027777777777777776, 0.0, 0.0, 0.013888888888888888, 0.1111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.041666666666666664, 0.013888888888888888, 0.0, 0.0, 0.041666666666666664, 0.0, 0.0, 0.0, 0.0, 0.06944444444444445, 0.0, 0.0, 0.125, 0.013888888888888888, 0.0, 0.0, 0.013888888888888888, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013888888888888888, 0.9166666666666666, 0.08333333333333333, 0.013888888888888888, 0.0, 0.875, 0.0, 0.0, 0.1111111111111111, 0.0, 0.0, 0.08333333333333333, 0.0, 0.0, 0.0, 0.0, 0.19444444444444445, 0.0, 0.25, 0.1388888888888889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.041666666666666664, 0.0, 0.013888888888888888, 0.027777777777777776, 0.0, 0.0, 0.0, 0.013888888888888888, 0.0, 0.3055555555555556, 0.4722222222222222, 0.0, 0.1111111111111111, 0.4722222222222222, 0.0, 0.06944444444444445, 0.05555555555555555, 0.0, 0.6388888888888888, 0.013888888888888888, 0.2361111111111111, 0.0, 0.013888888888888888, 0.0, 0.013888888888888888, 0.06944444444444445, 0.041666666666666664, 0.0, 0.09722222222222222, 0.06944444444444445, 0.09722222222222222, 0.0, 0.0, 0.0, 0.06944444444444445, 0.8888888888888888, 0.9444444444444444, 0.9027777777777778]",deadly
"[0.0, 0.05714285714285714, 0.0, 0.0, 0.0, 0.02857142857142857, 0.0, 0.014285714285714285, 0.0, 0.0, 0.0, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22857142857142856, 0.02857142857142857, 0.0, 0.02857142857142857, 0.014285714285714285, 0.0, 0.0, 0.0, 0.08571428571428572, 0.0, 0.0, 0.04285714285714286, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.0, 0.0, 0.0, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.0, 0.0, 0.014285714285714285, 0.0, 0.0, 0.0, 0.02857142857142857, 0.0, 0.014285714285714285, 1.0, 0.1, 0.0, 0.05714285714285714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17142857142857143, 0.17142857142857143, 0.0, 0.0, 0.014285714285714285, 0.14285714285714285, 0.07142857142857142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17142857142857143, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02857142857142857, 0.05714285714285714, 0.2, 0.0, 0.11428571428571428, 0.0, 0.0, 0.014285714285714285, 0.0, 0.22857142857142856, 0.0, 0.014285714285714285, 0.0, 0.0, 0.11428571428571428, 0.02857142857142857, 0.0, 0.0, 0.11428571428571428, 0.0, 0.0, 0.15714285714285714, 0.0, 0.0, 0.17142857142857143, 0.0, 0.1, 0.0, 0.02857142857142857, 0.0, 0.014285714285714285, 0.0, 0.014285714285714285, 0.0, 0.17142857142857143, 0.014285714285714285, 0.0, 0.0, 0.04285714285714286, 0.12857142857142856, 0.014285714285714285, 0.0, 0.21428571428571427, 0.11428571428571428, 0.2714285714285714, 0.014285714285714285, 0.07142857142857142, 0.07142857142857142, 0.18571428571428572, 0.0, 0.0, 0.014285714285714285, 0.0, 0.0, 0.0, 0.07142857142857142, 0.0, 0.1, 0.0, 0.02857142857142857, 0.014285714285714285, 0.0, 0.014285714285714285, 0.4714285714285714, 0.0, 0.3142857142857143, 0.1, 0.0, 0.05714285714285714, 0.1, 0.0, 0.0, 0.1, 0.05714285714285714, 0.9571428571428572, 0.5285714285714286, 0.5714285714285714]",anti-semitic
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.11904761904761904, 0.047619047619047616, 0.0, 0.0, 0.2619047619047619, 0.09523809523809523, 0.0, 0.0, 0.21428571428571427, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5714285714285714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21428571428571427, 0.0, 0.023809523809523808, 0.0, 0.4523809523809524, 0.0, 0.0, 0.0, 0.023809523809523808, 0.11904761904761904, 0.0, 0.21428571428571427, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.047619047619047616, 0.023809523809523808, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7142857142857143, 0.0, 0.11904761904761904, 0.047619047619047616, 0.0, 0.0, 0.0, 0.047619047619047616, 0.11904761904761904, 0.09523809523809523, 0.023809523809523808, 0.023809523809523808, 0.0, 0.14285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11904761904761904, 0.0, 0.0, 0.0, 0.0, 0.023809523809523808, 0.023809523809523808, 0.0, 0.11904761904761904, 0.19047619047619047, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.14285714285714285, 0.0, 0.023809523809523808, 0.6428571428571429, 0.023809523809523808, 0.0, 0.0, 0.14285714285714285, 0.47619047619047616, 0.11904761904761904, 0.0, 0.0, 0.40476190476190477, 0.2857142857142857, 0.23809523809523808, 0.0, 0.023809523809523808, 0.19047619047619047, 0.0, 0.14285714285714285, 0.0, 0.5714285714285714, 0.14285714285714285, 0.0, 0.0, 0.09523809523809523, 0.4523809523809524, 0.0, 0.047619047619047616, 0.0, 0.023809523809523808, 0.047619047619047616, 0.0, 0.023809523809523808, 0.0, 0.0, 0.09523809523809523, 0.14285714285714285, 0.14285714285714285, 0.023809523809523808, 0.0, 0.14285714285714285, 0.09523809523809523, 0.19047619047619047, 0.9047619047619048, 0.9761904761904762, 0.6904761904761905]",im
"[0.015151515151515152, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15151515151515152, 0.0, 0.10606060606060606, 0.0, 0.015151515151515152, 0.0, 0.0, 0.0, 0.0, 0.030303030303030304, 0.0, 0.0, 0.0, 0.13636363636363635, 0.10606060606060606, 0.0, 0.0, 0.015151515151515152, 0.12121212121212122, 0.16666666666666666, 0.0, 0.0, 1.0, 0.0, 0.015151515151515152, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07575757575757576, 0.0, 0.030303030303030304, 0.0, 0.0, 0.015151515151515152, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12121212121212122, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.045454545454545456, 0.0, 0.0, 0.015151515151515152, 0.0, 0.015151515151515152, 0.0, 0.0, 0.07575757575757576, 0.0, 0.0, 0.0, 0.015151515151515152, 0.0, 0.0, 0.045454545454545456, 0.13636363636363635, 0.0, 0.13636363636363635, 0.0, 0.0, 0.07575757575757576, 0.015151515151515152, 0.015151515151515152, 0.030303030303030304, 0.015151515151515152, 0.0, 0.06060606060606061, 0.0, 0.06060606060606061, 0.13636363636363635, 0.0, 0.07575757575757576, 0.0, 0.0, 0.015151515151515152, 0.015151515151515152, 0.015151515151515152, 0.10606060606060606, 0.12121212121212122, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12121212121212122, 0.0, 0.13636363636363635, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15151515151515152, 0.09090909090909091, 0.0, 0.25757575757575757, 0.0, 0.07575757575757576, 0.0, 0.2878787878787879, 0.0, 0.0, 0.13636363636363635, 0.0, 0.0, 0.030303030303030304, 0.07575757575757576, 0.06060606060606061, 0.15151515151515152, 0.0, 0.0, 0.0, 0.3181818181818182, 0.16666666666666666, 0.09090909090909091, 0.015151515151515152, 0.045454545454545456, 0.0, 0.15151515151515152, 0.0, 0.2878787878787879, 0.15151515151515152, 0.0, 0.0, 0.030303030303030304, 0.0, 0.0, 0.0, 0.0, 0.25757575757575757, 0.10606060606060606, 0.3333333333333333, 0.09090909090909091, 0.015151515151515152, 0.0, 0.18181818181818182, 0.12121212121212122, 0.3181818181818182, 0.0, 0.06060606060606061, 0.07575757575757576, 0.18181818181818182, 0.3181818181818182, 0.6515151515151515, 0.8787878787878788, 0.5909090909090909]",watching
