index_count,rows,words
67,"[0.3283582089552239, 0.3283582089552239, 0.014925373134328358, 0.3582089552238806, 0.0, 0.5522388059701493, 0.5522388059701493, 0.2537313432835821, 0.029850746268656716, 0.014925373134328358, 0.5671641791044776, 0.029850746268656716, 0.7910447761194029, 0.22388059701492538, 0.0, 0.0, 0.0, 0.0, 0.22388059701492538, 0.8805970149253731, 0.0, 0.0, 0.014925373134328358, 0.0, 0.0, 0.0, 0.8059701492537313, 0.9253731343283582, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014925373134328358, 0.0, 0.1044776119402985, 0.0, 0.0, 0.08955223880597014, 0.029850746268656716, 0.0, 1.0, 0.014925373134328358, 0.0, 0.04477611940298507, 0.0, 0.014925373134328358, 0.0, 0.0, 0.0, 0.8955223880597015, 0.04477611940298507, 0.029850746268656716, 0.0, 0.029850746268656716, 0.0, 0.0, 0.0, 0.014925373134328358, 0.8955223880597015, 0.029850746268656716, 0.029850746268656716, 0.0, 0.029850746268656716, 0.5671641791044776, 0.014925373134328358, 0.014925373134328358, 0.9104477611940298, 0.0, 0.014925373134328358, 0.0, 0.0, 0.0, 0.029850746268656716, 0.014925373134328358, 0.0, 0.0, 0.7761194029850746, 0.0]",said
325,"[0.11692307692307692, 0.12, 0.12307692307692308, 0.006153846153846154, 0.13538461538461538, 0.0, 0.036923076923076927, 0.04923076923076923, 0.052307692307692305, 0.07384615384615385, 0.12923076923076923, 0.036923076923076927, 0.11384615384615385, 0.0, 0.06461538461538462, 0.0, 0.003076923076923077, 0.006153846153846154, 0.0, 0.018461538461538463, 0.006153846153846154, 0.2953846153846154, 0.012307692307692308, 0.11692307692307692, 0.0, 0.0, 0.10153846153846154, 0.5538461538461539, 0.021538461538461538, 0.003076923076923077, 0.04, 0.0, 0.006153846153846154, 0.0, 0.08307692307692308, 0.009230769230769232, 0.012307692307692308, 0.0, 0.012307692307692308, 0.036923076923076927, 0.8769230769230769, 0.006153846153846154, 0.003076923076923077, 1.0, 0.009230769230769232, 0.0, 0.018461538461538463, 0.0, 0.046153846153846156, 0.006153846153846154, 0.027692307692307693, 0.20923076923076922, 0.015384615384615385, 0.03076923076923077, 0.0, 0.003076923076923077, 0.003076923076923077, 0.0, 0.0, 0.024615384615384615, 0.2523076923076923, 0.024615384615384615, 0.018461538461538463, 0.06153846153846154, 0.09538461538461539, 0.012307692307692308, 0.015384615384615385, 0.13538461538461538, 0.021538461538461538, 0.052307692307692305, 0.033846153846153845, 0.003076923076923077, 0.015384615384615385, 0.24307692307692308, 0.003076923076923077, 0.07384615384615385, 0.003076923076923077, 0.0, 0.0, 0.015384615384615385]",thoughts
115,"[0.391304347826087, 0.391304347826087, 0.19130434782608696, 0.06956521739130435, 0.0, 0.0, 0.017391304347826087, 0.17391304347826086, 0.008695652173913044, 0.2, 0.017391304347826087, 0.043478260869565216, 0.008695652173913044, 0.0, 0.06956521739130435, 0.008695652173913044, 0.043478260869565216, 0.02608695652173913, 0.0, 0.0, 0.02608695652173913, 0.0, 0.0, 0.017391304347826087, 0.0, 0.0, 0.11304347826086956, 0.8521739130434782, 0.02608695652173913, 0.3391304347826087, 0.017391304347826087, 0.19130434782608696, 0.4, 0.0, 0.0, 0.017391304347826087, 0.06956521739130435, 0.3739130434782609, 0.06956521739130435, 0.008695652173913044, 0.034782608695652174, 0.06086956521739131, 0.0, 0.02608695652173913, 1.0, 0.06086956521739131, 0.1826086956521739, 0.391304347826087, 0.008695652173913044, 0.0, 0.46956521739130436, 0.9391304347826087, 0.4608695652173913, 0.06956521739130435, 0.1826086956521739, 0.0, 0.0, 0.6173913043478261, 0.0, 0.0, 0.8434782608695652, 0.02608695652173913, 0.43478260869565216, 0.0, 0.034782608695652174, 0.0, 0.09565217391304348, 0.008695652173913044, 0.08695652173913043, 0.017391304347826087, 0.0782608695652174, 0.034782608695652174, 0.0, 0.008695652173913044, 0.5043478260869565, 0.2, 0.33043478260869563, 0.008695652173913044, 0.0, 0.017391304347826087]",dead
149,"[0.35570469798657717, 0.3624161073825503, 0.10067114093959731, 0.026845637583892617, 0.020134228187919462, 0.006711409395973154, 0.013422818791946308, 0.2550335570469799, 0.026845637583892617, 0.08053691275167785, 0.020134228187919462, 0.040268456375838924, 0.20134228187919462, 0.0, 0.013422818791946308, 0.006711409395973154, 0.026845637583892617, 0.14093959731543623, 0.0, 0.03355704697986577, 0.14093959731543623, 0.0, 0.006711409395973154, 0.0, 0.0, 0.0, 0.020134228187919462, 0.8657718120805369, 0.2348993288590604, 0.21476510067114093, 0.0, 0.3422818791946309, 0.2953020134228188, 0.0, 0.0, 0.006711409395973154, 0.08053691275167785, 0.013422818791946308, 0.04697986577181208, 0.026845637583892617, 0.006711409395973154, 0.0, 0.020134228187919462, 0.0, 0.04697986577181208, 1.0, 0.0, 0.19463087248322147, 0.006711409395973154, 0.0, 0.08053691275167785, 0.8456375838926175, 0.38926174496644295, 0.006711409395973154, 0.3422818791946309, 0.04697986577181208, 0.0, 0.2483221476510067, 0.0, 0.04697986577181208, 0.8859060402684564, 0.04697986577181208, 0.2684563758389262, 0.0, 0.040268456375838924, 0.0, 0.013422818791946308, 0.006711409395973154, 0.16778523489932887, 0.2214765100671141, 0.15436241610738255, 0.026845637583892617, 0.0, 0.0, 0.3422818791946309, 0.08053691275167785, 0.12080536912751678, 0.006711409395973154, 0.0, 0.013422818791946308]",suspect
264,"[0.045454545454545456, 0.045454545454545456, 0.2727272727272727, 0.022727272727272728, 0.011363636363636364, 0.011363636363636364, 0.0, 0.007575757575757576, 0.0, 0.29924242424242425, 0.0, 0.011363636363636364, 0.026515151515151516, 0.0, 0.01893939393939394, 0.39015151515151514, 0.2196969696969697, 0.25, 0.39015151515151514, 0.0, 0.25, 0.0, 0.4810606060606061, 0.01893939393939394, 0.39015151515151514, 0.39015151515151514, 0.0, 0.8636363636363636, 0.003787878787878788, 0.011363636363636364, 0.22348484848484848, 0.11363636363636363, 0.553030303030303, 0.39015151515151514, 0.0, 0.0, 0.03409090909090909, 0.0, 0.003787878787878788, 0.0, 0.022727272727272728, 0.24621212121212122, 0.0, 0.022727272727272728, 0.07954545454545454, 0.0, 1.0, 0.5606060606060606, 0.003787878787878788, 0.3939393939393939, 0.5340909090909091, 0.5909090909090909, 0.08712121212121213, 0.015151515151515152, 0.10606060606060606, 0.39015151515151514, 0.39015151515151514, 0.06060606060606061, 0.39015151515151514, 0.22727272727272727, 0.6590909090909091, 0.003787878787878788, 0.07575757575757576, 0.22348484848484848, 0.003787878787878788, 0.09090909090909091, 0.026515151515151516, 0.007575757575757576, 0.553030303030303, 0.0, 0.24621212121212122, 0.003787878787878788, 0.2196969696969697, 0.015151515151515152, 0.011363636363636364, 0.30303030303030304, 0.03787878787878788, 0.39015151515151514, 0.0, 0.0]",shooter
309,"[0.3333333333333333, 0.3333333333333333, 0.06796116504854369, 0.009708737864077669, 0.019417475728155338, 0.006472491909385114, 0.0, 0.016181229773462782, 0.016181229773462782, 0.07766990291262135, 0.003236245954692557, 0.003236245954692557, 0.016181229773462782, 0.0, 0.003236245954692557, 0.3365695792880259, 0.032362459546925564, 0.025889967637540454, 0.3333333333333333, 0.0, 0.025889967637540454, 0.0, 0.4110032362459547, 0.009708737864077669, 0.3333333333333333, 0.3333333333333333, 0.0, 0.8802588996763754, 0.003236245954692557, 0.12944983818770225, 0.0, 0.05501618122977346, 0.8317152103559871, 0.3333333333333333, 0.0, 0.0, 0.025889967637540454, 0.3042071197411003, 0.016181229773462782, 0.016181229773462782, 0.0, 0.012944983818770227, 0.003236245954692557, 0.0, 0.14563106796116504, 0.09385113268608414, 0.47896440129449835, 1.0, 0.006472491909385114, 0.47896440129449835, 0.7411003236245954, 0.8349514563106796, 0.20711974110032363, 0.0, 0.05825242718446602, 0.47896440129449835, 0.33980582524271846, 0.13592233009708737, 0.3333333333333333, 0.0, 0.9255663430420712, 0.0, 0.1715210355987055, 0.0, 0.022653721682847898, 0.07766990291262135, 0.012944983818770227, 0.1553398058252427, 0.5728155339805825, 0.009708737864077669, 0.11974110032362459, 0.0, 0.0, 0.0, 0.18122977346278318, 0.08414239482200647, 0.05825242718446602, 0.48220064724919093, 0.0, 0.006472491909385114]",police
88,"[0.6931818181818182, 0.6931818181818182, 0.11363636363636363, 0.8522727272727273, 0.0, 0.0, 0.375, 0.17045454545454544, 0.011363636363636364, 0.0, 0.0, 0.0, 0.5681818181818182, 1.0, 0.011363636363636364, 0.13636363636363635, 0.0, 0.0, 0.17045454545454544, 0.8409090909090909, 0.0, 0.011363636363636364, 0.0, 0.0, 0.26136363636363635, 0.0, 0.4318181818181818, 0.8295454545454546, 0.0, 0.13636363636363635, 0.0, 0.0, 0.0, 0.26136363636363635, 0.0, 0.0, 0.13636363636363635, 0.0, 0.0, 0.011363636363636364, 0.011363636363636364, 0.0, 0.17045454545454544, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9090909090909091, 0.0, 0.011363636363636364, 0.0, 0.13636363636363635, 0.0, 0.0, 0.0, 0.11363636363636363, 0.8409090909090909, 0.0, 0.0, 0.0, 0.0, 0.26136363636363635, 0.26136363636363635, 0.0, 0.9659090909090909, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8409090909090909, 0.0]",first
177,"[0.2598870056497175, 0.2598870056497175, 0.011299435028248588, 0.0, 0.0, 0.0, 0.0, 0.04519774011299435, 0.0, 0.0, 0.0, 0.022598870056497175, 0.005649717514124294, 0.0, 0.0, 0.5988700564971752, 0.0, 0.0, 0.5819209039548022, 0.0, 0.0, 0.0, 0.5819209039548022, 0.0, 0.5819209039548022, 0.5988700564971752, 0.0, 0.9830508474576272, 0.11864406779661017, 0.0, 0.0, 0.0, 0.8361581920903954, 0.5819209039548022, 0.0, 0.0, 0.0, 0.2542372881355932, 0.12429378531073447, 0.0, 0.011299435028248588, 0.0, 0.0, 0.011299435028248588, 0.0, 0.0, 0.5875706214689266, 0.8361581920903954, 0.0, 1.0, 0.8361581920903954, 0.9717514124293786, 0.0, 0.11864406779661017, 0.0, 0.8361581920903954, 0.5988700564971752, 0.0, 0.5988700564971752, 0.0, 0.9943502824858758, 0.011299435028248588, 0.0847457627118644, 0.0, 0.0, 0.0, 0.096045197740113, 0.2542372881355932, 0.8361581920903954, 0.11864406779661017, 0.005649717514124294, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8531073446327684, 0.0, 0.0]",assault
282,"[0.3191489361702128, 0.3191489361702128, 0.09219858156028368, 0.02127659574468085, 0.0035460992907801418, 0.0, 0.0, 0.01773049645390071, 0.0035460992907801418, 0.0035460992907801418, 0.0, 0.0, 0.0035460992907801418, 0.0, 0.010638297872340425, 0.36524822695035464, 0.014184397163120567, 0.014184397163120567, 0.36524822695035464, 0.0, 0.014184397163120567, 0.0, 0.450354609929078, 0.0035460992907801418, 0.36524822695035464, 0.36524822695035464, 0.0, 0.9822695035460993, 0.0035460992907801418, 0.14893617021276595, 0.0, 0.04964539007092199, 0.8262411347517731, 0.36524822695035464, 0.0, 0.08865248226950355, 0.014184397163120567, 0.29432624113475175, 0.0, 0.08865248226950355, 0.031914893617021274, 0.014184397163120567, 0.0, 0.031914893617021274, 0.19148936170212766, 0.0425531914893617, 0.5, 0.8120567375886525, 0.0035460992907801418, 0.524822695035461, 1.0, 0.7943262411347518, 0.15602836879432624, 0.0, 0.04964539007092199, 0.5319148936170213, 0.36524822695035464, 0.16666666666666666, 0.36524822695035464, 0.0, 0.8439716312056738, 0.0035460992907801418, 0.15602836879432624, 0.0, 0.01773049645390071, 0.0851063829787234, 0.028368794326241134, 0.1595744680851064, 0.6382978723404256, 0.0, 0.04964539007092199, 0.0035460992907801418, 0.0, 0.0, 0.15602836879432624, 0.010638297872340425, 0.06382978723404255, 0.524822695035461, 0.0, 0.0]",shot
1253,"[0.3487629688747007, 0.35195530726256985, 0.07741420590582601, 0.08699122106943336, 0.035115722266560255, 0.07342378292098962, 0.06464485235434957, 0.1452513966480447, 0.05506783719074222, 0.11412609736632083, 0.03112529928172386, 0.02314445331205108, 0.16280925778132482, 0.06384676775738228, 0.0782122905027933, 0.09417398244213887, 0.020750199521149242, 0.05187549880287311, 0.09417398244213887, 0.10933758978451716, 0.052673583399840386, 0.035115722266560255, 0.09018355945730247, 0.09018355945730247, 0.10295291300877893, 0.08220271348762968, 0.10614525139664804, 0.8515562649640862, 0.07980845969672785, 0.07182761372705507, 0.020750199521149242, 0.06384676775738228, 0.2162809257781325, 0.1005586592178771, 0.017557861133280128, 0.047086991221069435, 0.04549082202713488, 0.09497206703910614, 0.052673583399840386, 0.034317637669592976, 0.053471667996807665, 0.03112529928172386, 0.047885075818036714, 0.05426975259377494, 0.08619313647246608, 0.1005586592178771, 0.12450119712689545, 0.20590582601755786, 0.03990422984836393, 0.1372705506783719, 0.1787709497206704, 1.0, 0.13966480446927373, 0.05187549880287311, 0.06225059856344772, 0.16201117318435754, 0.10215482841181166, 0.0853950518754988, 0.08220271348762968, 0.023942537909018357, 0.8507581803671189, 0.05746209098164405, 0.10534716679968077, 0.02154828411811652, 0.024740622505985636, 0.09896249002394254, 0.11412609736632083, 0.08619313647246608, 0.35514764565043894, 0.07342378292098962, 0.05506783719074222, 0.05107741420590583, 0.004788507581803671, 0.04309656823623304, 0.11971268954509177, 0.11093375897845172, 0.05826017557861133, 0.12051077414205906, 0.10534716679968077, 0.05826017557861133]",synagogue
205,"[0.5121951219512195, 0.5170731707317073, 0.06829268292682927, 0.02926829268292683, 0.03414634146341464, 0.004878048780487805, 0.0, 0.15609756097560976, 0.13170731707317074, 0.1024390243902439, 0.004878048780487805, 0.03414634146341464, 0.2634146341463415, 0.0, 0.18048780487804877, 0.0, 0.03902439024390244, 0.1024390243902439, 0.0, 0.0, 0.1024390243902439, 0.0, 0.014634146341463415, 0.11219512195121951, 0.014634146341463415, 0.0, 0.0, 0.7024390243902439, 0.16097560975609757, 0.32195121951219513, 0.0, 0.15609756097560976, 0.3804878048780488, 0.0, 0.0, 0.1024390243902439, 0.14634146341463414, 0.22439024390243903, 0.04878048780487805, 0.06341463414634146, 0.02926829268292683, 0.0, 0.014634146341463415, 0.024390243902439025, 0.25853658536585367, 0.28292682926829266, 0.11219512195121951, 0.3121951219512195, 0.024390243902439025, 0.0, 0.2146341463414634, 0.8536585365853658, 1.0, 0.004878048780487805, 0.15121951219512195, 0.0, 0.0975609756097561, 0.40487804878048783, 0.0, 0.03414634146341464, 0.8, 0.03902439024390244, 0.5024390243902439, 0.0, 0.024390243902439025, 0.0, 0.02926829268292683, 0.03902439024390244, 0.1073170731707317, 0.25853658536585367, 0.024390243902439025, 0.004878048780487805, 0.0, 0.004878048780487805, 0.33170731707317075, 0.1073170731707317, 0.07804878048780488, 0.0, 0.0, 0.15609756097560976]",jews
111,"[0.04504504504504504, 0.05405405405405406, 0.08108108108108109, 0.0, 0.02702702702702703, 0.009009009009009009, 0.0, 0.16216216216216217, 0.2702702702702703, 0.06306306306306306, 0.0, 0.10810810810810811, 0.12612612612612611, 0.009009009009009009, 0.1981981981981982, 0.0, 0.009009009009009009, 0.16216216216216217, 0.0, 0.0, 0.16216216216216217, 0.12612612612612611, 0.009009009009009009, 0.08108108108108109, 0.0, 0.0, 0.17117117117117117, 0.8648648648648649, 0.2072072072072072, 0.02702702702702703, 0.0, 0.0, 0.14414414414414414, 0.0, 0.02702702702702703, 0.018018018018018018, 0.06306306306306306, 0.0, 0.2072072072072072, 0.009009009009009009, 0.18018018018018017, 0.0, 0.018018018018018018, 0.09009009009009009, 0.07207207207207207, 0.009009009009009009, 0.036036036036036036, 0.0, 0.04504504504504504, 0.1891891891891892, 0.0, 0.5855855855855856, 0.009009009009009009, 1.0, 0.0, 0.009009009009009009, 0.018018018018018018, 0.06306306306306306, 0.0, 0.036036036036036036, 0.7477477477477478, 0.18018018018018017, 0.40540540540540543, 0.0, 0.018018018018018018, 0.13513513513513514, 0.15315315315315314, 0.16216216216216217, 0.1891891891891892, 0.23423423423423423, 0.018018018018018018, 0.08108108108108109, 0.009009009009009009, 0.036036036036036036, 0.018018018018018018, 0.06306306306306306, 0.018018018018018018, 0.0, 0.009009009009009009, 0.02702702702702703]",violence
102,"[0.10784313725490197, 0.10784313725490197, 0.21568627450980393, 0.3431372549019608, 0.10784313725490197, 0.3627450980392157, 1.0, 0.0392156862745098, 0.0, 0.0196078431372549, 0.37254901960784315, 0.00980392156862745, 0.3627450980392157, 0.3235294117647059, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7254901960784313, 0.0, 0.0, 0.0392156862745098, 0.0, 0.0, 0.0, 0.8921568627450981, 0.9901960784313726, 0.0, 0.0, 0.0, 0.00980392156862745, 0.0, 0.0, 0.0, 0.0, 0.09803921568627451, 0.0, 0.0196078431372549, 0.00980392156862745, 0.11764705882352941, 0.0, 0.3627450980392157, 0.11764705882352941, 0.0196078431372549, 0.0196078431372549, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7941176470588235, 0.0, 0.0, 0.00980392156862745, 0.13725490196078433, 0.0, 0.0, 0.0, 0.09803921568627451, 0.8725490196078431, 0.0, 0.0, 0.0, 0.0, 0.3627450980392157, 0.38235294117647056, 0.0, 0.8235294117647058, 0.10784313725490197, 0.10784313725490197, 0.0, 0.0, 0.0, 0.0196078431372549, 0.0, 0.0196078431372549, 0.0, 0.5882352941176471, 0.0]",bowers
206,"[0.2766990291262136, 0.2766990291262136, 0.014563106796116505, 0.07281553398058252, 0.0, 0.0, 0.06796116504854369, 0.019417475728155338, 0.0, 0.0, 0.0, 0.014563106796116505, 0.0048543689320388345, 0.05825242718446602, 0.0, 0.5048543689320388, 0.0, 0.0048543689320388345, 0.5, 0.0825242718446602, 0.0048543689320388345, 0.0, 0.5097087378640777, 0.0, 0.5, 0.5, 0.07281553398058252, 0.970873786407767, 0.0, 0.0048543689320388345, 0.0, 0.0048543689320388345, 0.7233009708737864, 0.5, 0.0, 0.0, 0.024271844660194174, 0.22330097087378642, 0.009708737864077669, 0.0048543689320388345, 0.0048543689320388345, 0.1262135922330097, 0.009708737864077669, 0.0048543689320388345, 0.0, 0.03398058252427184, 0.5, 0.7184466019417476, 0.0, 0.7184466019417476, 0.7281553398058253, 0.9854368932038835, 0.0, 0.0048543689320388345, 0.0048543689320388345, 1.0, 0.5, 0.0, 0.5, 0.0, 0.8349514563106796, 0.02912621359223301, 0.0, 0.0, 0.0, 0.13106796116504854, 0.1941747572815534, 0.22330097087378642, 0.9854368932038835, 0.019417475728155338, 0.014563106796116505, 0.0, 0.0, 0.0048543689320388345, 0.0, 0.0, 0.0, 0.7233009708737864, 0.05339805825242718, 0.0]",armed
137,"[0.1678832116788321, 0.1678832116788321, 0.0, 0.0, 0.0072992700729927005, 0.0072992700729927005, 0.0, 0.029197080291970802, 0.1897810218978102, 0.043795620437956206, 0.0, 0.0364963503649635, 0.16058394160583941, 0.0, 0.16058394160583941, 0.7737226277372263, 0.014598540145985401, 0.145985401459854, 0.7518248175182481, 0.0, 0.145985401459854, 0.0, 0.7518248175182481, 0.16058394160583941, 0.7518248175182481, 0.7737226277372263, 0.0, 0.948905109489051, 0.0, 0.0, 0.0, 0.0, 0.7664233576642335, 0.7518248175182481, 0.0, 0.145985401459854, 0.0, 0.0, 0.0, 0.0, 0.021897810218978103, 0.0, 0.0, 0.0072992700729927005, 0.0, 0.0, 0.7518248175182481, 0.7664233576642335, 0.0, 0.7737226277372263, 0.7518248175182481, 0.9343065693430657, 0.145985401459854, 0.014598540145985401, 0.0, 0.7518248175182481, 1.0, 0.0, 0.7737226277372263, 0.014598540145985401, 0.9781021897810219, 0.014598540145985401, 0.014598540145985401, 0.0, 0.014598540145985401, 0.0, 0.0, 0.0072992700729927005, 0.7518248175182481, 0.145985401459854, 0.0, 0.0, 0.0, 0.014598540145985401, 0.0, 0.043795620437956206, 0.014598540145985401, 0.7737226277372263, 0.0, 0.145985401459854]",members
114,"[0.6491228070175439, 0.6491228070175439, 0.07017543859649122, 0.06140350877192982, 0.0, 0.017543859649122806, 0.0, 0.30701754385964913, 0.008771929824561403, 0.11403508771929824, 0.0, 0.03508771929824561, 0.2543859649122807, 0.0, 0.03508771929824561, 0.0, 0.02631578947368421, 0.02631578947368421, 0.0, 0.0, 0.02631578947368421, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02631578947368421, 0.9298245614035088, 0.2894736842105263, 0.6140350877192983, 0.017543859649122806, 0.17543859649122806, 0.6140350877192983, 0.0, 0.0, 0.008771929824561403, 0.05263157894736842, 0.3684210526315789, 0.07017543859649122, 0.0, 0.008771929824561403, 0.043859649122807015, 0.0, 0.0, 0.6228070175438597, 0.32456140350877194, 0.14035087719298245, 0.3684210526315789, 0.0, 0.0, 0.41228070175438597, 0.9385964912280702, 0.7280701754385965, 0.06140350877192982, 0.18421052631578946, 0.0, 0.0, 1.0, 0.0, 0.0, 0.8947368421052632, 0.0, 0.7192982456140351, 0.0, 0.03508771929824561, 0.0, 0.05263157894736842, 0.008771929824561403, 0.08771929824561403, 0.2543859649122807, 0.008771929824561403, 0.0, 0.0, 0.017543859649122806, 0.6228070175438597, 0.13157894736842105, 0.19298245614035087, 0.0, 0.0, 0.02631578947368421]",8
107,"[0.0, 0.0, 0.009345794392523364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.037383177570093455, 0.0, 0.0, 0.0, 0.9906542056074766, 0.0, 0.0, 0.9626168224299065, 0.0, 0.0, 0.0, 0.9626168224299065, 0.0, 0.9626168224299065, 0.9906542056074766, 0.0, 0.9906542056074766, 0.0, 0.0, 0.0, 0.0, 0.9626168224299065, 0.9626168224299065, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009345794392523364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9626168224299065, 0.9626168224299065, 0.0, 0.9906542056074766, 0.9626168224299065, 0.9626168224299065, 0.0, 0.0, 0.0, 0.9626168224299065, 0.9906542056074766, 0.0, 1.0, 0.0, 0.9906542056074766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9719626168224299, 0.0, 0.009345794392523364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9906542056074766, 0.0, 0.0]",weapon
109,"[0.03669724770642202, 0.045871559633027525, 0.045871559633027525, 0.009174311926605505, 0.01834862385321101, 1.0, 0.3394495412844037, 0.1926605504587156, 0.11009174311926606, 0.08256880733944955, 0.3394495412844037, 0.01834862385321101, 0.3761467889908257, 0.0, 0.11926605504587157, 0.0, 0.11926605504587157, 0.0, 0.0, 0.3394495412844037, 0.0, 0.009174311926605505, 0.0, 0.0, 0.0, 0.0, 0.3394495412844037, 0.8623853211009175, 0.1926605504587156, 0.0, 0.0, 0.027522935779816515, 0.009174311926605505, 0.0, 0.045871559633027525, 0.0, 0.01834862385321101, 0.009174311926605505, 0.2018348623853211, 0.0, 0.009174311926605505, 0.0, 0.3394495412844037, 0.0, 0.0, 0.009174311926605505, 0.027522935779816515, 0.01834862385321101, 0.009174311926605505, 0.0, 0.0, 0.8440366972477065, 0.009174311926605505, 0.009174311926605505, 0.027522935779816515, 0.0, 0.009174311926605505, 0.01834862385321101, 0.0, 0.01834862385321101, 0.8990825688073395, 0.1834862385321101, 0.01834862385321101, 0.0, 0.0, 0.3577981651376147, 0.14678899082568808, 0.07339449541284404, 0.3669724770642202, 0.03669724770642202, 0.009174311926605505, 0.1926605504587156, 0.0, 0.01834862385321101, 0.0, 0.08256880733944955, 0.01834862385321101, 0.0, 0.5321100917431193, 0.1743119266055046]",like
1331,"[0.2734785875281743, 0.27573253193087904, 0.10142749812171299, 0.08039068369646882, 0.03906836964688205, 0.07362885048835462, 0.06686701728024042, 0.16303531179564237, 0.05559729526671676, 0.08640120210368145, 0.03681442524417731, 0.039819684447783624, 0.16378662659654394, 0.05559729526671676, 0.08189331329827197, 0.08940646130728776, 0.021036814425244178, 0.049586776859504134, 0.08940646130728776, 0.10293012772351616, 0.05033809166040571, 0.039819684447783624, 0.10969196093163035, 0.09166040570999248, 0.09691960931630353, 0.07963936889556725, 0.1149511645379414, 0.8474830954169797, 0.08865514650638617, 0.06686701728024042, 0.018782870022539443, 0.05334335086401202, 0.22539444027047334, 0.0946656649135988, 0.015777610818933134, 0.045078888054094664, 0.05259203606311044, 0.08489857250187828, 0.05108940646130729, 0.029301277235161533, 0.067618332081142, 0.006010518407212622, 0.045078888054094664, 0.061607813673929375, 0.07287753568745305, 0.09917355371900827, 0.13072877535687452, 0.21487603305785125, 0.05259203606311044, 0.1322314049586777, 0.17881292261457551, 0.8009015777610818, 0.12321562734785875, 0.06235912847483095, 0.05259203606311044, 0.12922614575507138, 0.10067618332081142, 0.07663410969196092, 0.07963936889556725, 0.02629601803155522, 1.0, 0.07062359128474831, 0.11419984973703982, 0.025544703230653644, 0.030803906836964687, 0.0879038317054846, 0.07738542449286251, 0.0879038317054846, 0.3418482344102179, 0.0811419984973704, 0.051840721262208865, 0.05334335086401202, 0.013523666416228399, 0.019534184823441023, 0.10443275732531931, 0.08339594290007513, 0.0473328324567994, 0.11419984973703982, 0.09316303531179564, 0.04658151765589782]",shooting
131,"[0.1984732824427481, 0.20610687022900764, 0.07633587786259542, 0.0, 0.0916030534351145, 0.15267175572519084, 0.0, 0.10687022900763359, 0.16793893129770993, 0.20610687022900764, 0.0, 0.1297709923664122, 0.1297709923664122, 0.0, 0.21374045801526717, 0.007633587786259542, 0.061068702290076333, 0.06870229007633588, 0.0, 0.030534351145038167, 0.07633587786259542, 0.061068702290076333, 0.015267175572519083, 0.09923664122137404, 0.0, 0.0, 0.05343511450381679, 0.8549618320610687, 0.16793893129770993, 0.0, 0.0, 0.0, 0.10687022900763359, 0.0, 0.13740458015267176, 0.04580152671755725, 0.06870229007633588, 0.022900763358778626, 0.015267175572519083, 0.04580152671755725, 0.13740458015267176, 0.0, 0.015267175572519083, 0.061068702290076333, 0.022900763358778626, 0.05343511450381679, 0.007633587786259542, 0.0, 0.015267175572519083, 0.015267175572519083, 0.007633587786259542, 0.549618320610687, 0.061068702290076333, 0.15267175572519084, 0.0, 0.04580152671755725, 0.015267175572519083, 0.0, 0.0, 0.03816793893129771, 0.7175572519083969, 1.0, 0.22137404580152673, 0.0, 0.0, 0.007633587786259542, 0.11450381679389313, 0.21374045801526717, 0.09923664122137404, 0.11450381679389313, 0.022900763358778626, 0.42748091603053434, 0.0, 0.0916030534351145, 0.03816793893129771, 0.20610687022900764, 0.07633587786259542, 0.007633587786259542, 0.0, 0.17557251908396945]",hate
