index_count,rows,words
148,"[0.18243243243243243, 0.1891891891891892, 0.42567567567567566, 0.0, 0.006756756756756757, 0.0, 0.0, 0.05405405405405406, 0.3108108108108108, 0.4594594594594595, 0.0, 0.02702702702702703, 0.1554054054054054, 0.0, 0.25, 0.0, 0.41216216216216217, 0.9932432432432432, 0.0, 0.0, 1.0, 0.05405405405405406, 0.006756756756756757, 0.1554054054054054, 0.0, 0.0, 0.05405405405405406, 0.9594594594594594, 0.006756756756756757, 0.0, 0.3918918918918919, 0.14864864864864866, 0.13513513513513514, 0.0, 0.0, 0.1554054054054054, 0.006756756756756757, 0.013513513513513514, 0.006756756756756757, 0.0, 0.05405405405405406, 0.3918918918918919, 0.0, 0.013513513513513514, 0.02027027027027027, 0.14189189189189189, 0.44594594594594594, 0.05405405405405406, 0.08108108108108109, 0.0, 0.02702702702702703, 0.44594594594594594, 0.14189189189189189, 0.12162162162162163, 0.14864864864864866, 0.006756756756756757, 0.13513513513513514, 0.02027027027027027, 0.0, 0.3918918918918919, 0.4527027027027027, 0.06756756756756757, 0.10810810810810811, 0.3918918918918919, 0.07432432432432433, 0.0, 0.013513513513513514, 0.06756756756756757, 0.0, 0.14189189189189189, 0.42567567567567566, 0.060810810810810814, 0.3918918918918919, 0.0, 0.06756756756756757, 0.4594594594594595, 0.02702702702702703, 0.0, 0.0, 0.14189189189189189]",law
121,"[0.256198347107438, 0.256198347107438, 0.04132231404958678, 0.0, 0.01652892561983471, 0.008264462809917356, 0.0, 0.04132231404958678, 0.09090909090909091, 0.1322314049586777, 0.0, 0.03305785123966942, 0.06611570247933884, 0.008264462809917356, 0.08264462809917356, 0.0, 0.008264462809917356, 0.06611570247933884, 0.0, 0.03305785123966942, 0.06611570247933884, 1.0, 0.0, 0.05785123966942149, 0.0, 0.0, 0.008264462809917356, 0.9256198347107438, 0.008264462809917356, 0.0, 0.10743801652892562, 0.0, 0.05785123966942149, 0.0, 0.10743801652892562, 0.008264462809917356, 0.0, 0.0, 0.01652892561983471, 0.024793388429752067, 0.8264462809917356, 0.0, 0.0, 0.7933884297520661, 0.0, 0.0, 0.0, 0.0, 0.04132231404958678, 0.0, 0.0, 0.36363636363636365, 0.0, 0.11570247933884298, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4380165289256198, 0.06611570247933884, 0.11570247933884298, 0.04132231404958678, 0.256198347107438, 0.0, 0.0, 0.15702479338842976, 0.0, 0.01652892561983471, 0.0, 0.05785123966942149, 0.01652892561983471, 0.47107438016528924, 0.0, 0.1322314049586777, 0.0, 0.0, 0.0, 0.01652892561983471]",affected
151,"[0.006622516556291391, 0.006622516556291391, 0.006622516556291391, 0.006622516556291391, 0.0, 0.0, 0.026490066225165563, 0.046357615894039736, 0.0, 0.013245033112582781, 0.006622516556291391, 0.026490066225165563, 0.0, 0.0, 0.0, 0.6821192052980133, 0.0, 0.006622516556291391, 0.6821192052980133, 0.019867549668874173, 0.006622516556291391, 0.0, 1.0, 0.0, 0.7019867549668874, 0.6821192052980133, 0.026490066225165563, 0.9668874172185431, 0.006622516556291391, 0.0, 0.0, 0.0, 0.8410596026490066, 0.6821192052980133, 0.006622516556291391, 0.0, 0.026490066225165563, 0.0, 0.013245033112582781, 0.013245033112582781, 0.033112582781456956, 0.0, 0.006622516556291391, 0.026490066225165563, 0.0, 0.006622516556291391, 0.8410596026490066, 0.8410596026490066, 0.052980132450331126, 0.6821192052980133, 0.8410596026490066, 0.7483443708609272, 0.019867549668874173, 0.006622516556291391, 0.0, 0.695364238410596, 0.6821192052980133, 0.0, 0.6821192052980133, 0.0, 0.9668874172185431, 0.013245033112582781, 0.0, 0.0, 0.0, 0.15894039735099338, 0.019867549668874173, 0.0, 0.8807947019867549, 0.019867549668874173, 0.006622516556291391, 0.0, 0.0, 0.006622516556291391, 0.0, 0.013245033112582781, 0.0, 0.6821192052980133, 0.0, 0.019867549668874173]",guns
153,"[0.41830065359477125, 0.41830065359477125, 0.006535947712418301, 0.0, 0.0392156862745098, 0.0, 0.0, 0.058823529411764705, 0.21568627450980393, 0.0915032679738562, 0.0, 0.0457516339869281, 0.42483660130718953, 0.0, 0.2222222222222222, 0.006535947712418301, 0.006535947712418301, 0.1503267973856209, 0.0, 0.0, 0.1503267973856209, 0.0457516339869281, 0.0, 1.0, 0.0, 0.0, 0.0, 0.8888888888888888, 0.006535947712418301, 0.0, 0.0, 0.0, 0.058823529411764705, 0.0, 0.0392156862745098, 0.3333333333333333, 0.0, 0.0, 0.0392156862745098, 0.0, 0.32679738562091504, 0.006535947712418301, 0.0, 0.24836601307189543, 0.013071895424836602, 0.0, 0.032679738562091505, 0.0196078431372549, 0.20915032679738563, 0.0, 0.006535947712418301, 0.738562091503268, 0.1503267973856209, 0.058823529411764705, 0.0, 0.0, 0.1437908496732026, 0.0, 0.0, 0.013071895424836602, 0.7973856209150327, 0.08496732026143791, 0.0392156862745098, 0.23529411764705882, 0.006535947712418301, 0.0, 0.006535947712418301, 0.0915032679738562, 0.0, 0.1437908496732026, 0.0, 0.0392156862745098, 0.0, 0.10457516339869281, 0.032679738562091505, 0.0915032679738562, 0.0, 0.006535947712418301, 0.0, 0.1568627450980392]",families
129,"[0.17829457364341086, 0.17829457364341086, 0.0, 0.17829457364341086, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023255813953488372, 0.17829457364341086, 0.17829457364341086, 0.0, 0.7984496124031008, 0.0, 0.0, 0.7984496124031008, 0.17829457364341086, 0.0, 0.0, 0.8217054263565892, 0.0, 1.0, 0.7984496124031008, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.7984496124031008, 0.9767441860465116, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7984496124031008, 0.7984496124031008, 0.0, 0.7984496124031008, 0.7984496124031008, 1.0, 0.023255813953488372, 0.0, 0.0, 0.7984496124031008, 0.7984496124031008, 0.0, 0.7984496124031008, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.17829457364341086, 0.0, 0.0, 1.0, 0.023255813953488372, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7984496124031008, 0.17829457364341086, 0.023255813953488372]",blamed
106,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02830188679245283, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.9716981132075472, 0.0, 0.0, 0.0, 0.9716981132075472, 0.0, 0.9716981132075472, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.9716981132075472, 0.9716981132075472, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9716981132075472, 0.9716981132075472, 0.0, 1.0, 0.9716981132075472, 0.9716981132075472, 0.0, 0.0, 0.0, 0.9716981132075472, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9716981132075472, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",war
198,"[0.15151515151515152, 0.15151515151515152, 0.06565656565656566, 0.25252525252525254, 0.0707070707070707, 0.18686868686868688, 0.4595959595959596, 0.2878787878787879, 0.045454545454545456, 0.16666666666666666, 0.26262626262626265, 0.10101010101010101, 0.2878787878787879, 0.1919191919191919, 0.005050505050505051, 0.0, 0.0, 0.04040404040404041, 0.07575757575757576, 0.4494949494949495, 0.04040404040404041, 0.005050505050505051, 0.020202020202020204, 0.0, 0.0, 0.0, 1.0, 0.8838383838383839, 0.04040404040404041, 0.015151515151515152, 0.010101010101010102, 0.005050505050505051, 0.04040404040404041, 0.0, 0.010101010101010102, 0.005050505050505051, 0.0, 0.0, 0.020202020202020204, 0.15151515151515152, 0.1717171717171717, 0.0, 0.2727272727272727, 0.16666666666666666, 0.06565656565656566, 0.015151515151515152, 0.0, 0.0, 0.0707070707070707, 0.0, 0.0, 0.6717171717171717, 0.0, 0.09595959595959595, 0.005050505050505051, 0.07575757575757576, 0.0, 0.015151515151515152, 0.0, 0.0, 0.7727272727272727, 0.03535353535353535, 0.050505050505050504, 0.0, 0.0, 0.18686868686868688, 0.19696969696969696, 0.0707070707070707, 0.6212121212121212, 0.06060606060606061, 0.05555555555555555, 0.010101010101010102, 0.0, 0.005050505050505051, 0.0707070707070707, 0.15656565656565657, 0.06565656565656566, 0.0, 0.3787878787878788, 0.005050505050505051]",gun
1520,"[0.2519736842105263, 0.2546052631578947, 0.12171052631578948, 0.06578947368421052, 0.034868421052631576, 0.06184210526315789, 0.06644736842105263, 0.11973684210526316, 0.06578947368421052, 0.16776315789473684, 0.030921052631578946, 0.038157894736842106, 0.1394736842105263, 0.04802631578947368, 0.07763157894736843, 0.07039473684210526, 0.057236842105263155, 0.09342105263157895, 0.08157894736842106, 0.09078947368421053, 0.09342105263157895, 0.07368421052631578, 0.09605263157894736, 0.08947368421052632, 0.08486842105263158, 0.06973684210526315, 0.11513157894736842, 1.0, 0.08421052631578947, 0.05131578947368421, 0.06447368421052632, 0.05394736842105263, 0.19210526315789472, 0.08289473684210526, 0.035526315789473684, 0.057236842105263155, 0.03684210526315789, 0.07894736842105263, 0.04671052631578947, 0.042105263157894736, 0.12894736842105264, 0.0625, 0.04078947368421053, 0.11842105263157894, 0.06447368421052632, 0.08486842105263158, 0.15, 0.17894736842105263, 0.049342105263157895, 0.11447368421052631, 0.18223684210526317, 0.7019736842105263, 0.09473684210526316, 0.06315789473684211, 0.05263157894736842, 0.13157894736842105, 0.08552631578947369, 0.06973684210526315, 0.06973684210526315, 0.06315789473684211, 0.7421052631578947, 0.07368421052631578, 0.10460526315789474, 0.075, 0.038157894736842106, 0.09671052631578947, 0.0881578947368421, 0.09539473684210527, 0.31644736842105264, 0.07697368421052632, 0.08355263157894736, 0.049342105263157895, 0.045394736842105265, 0.06513157894736842, 0.09342105263157895, 0.16644736842105262, 0.04276315789473684, 0.1, 0.08092105263157895, 0.04868421052631579]",pittsburgh
136,"[0.33088235294117646, 0.3382352941176471, 0.04411764705882353, 0.0, 0.022058823529411766, 0.08823529411764706, 0.0, 0.03676470588235294, 1.0, 0.2647058823529412, 0.0, 0.07352941176470588, 0.25735294117647056, 0.007352941176470588, 0.7132352941176471, 0.0, 0.022058823529411766, 0.3382352941176471, 0.0, 0.014705882352941176, 0.3382352941176471, 0.08088235294117647, 0.0, 0.2426470588235294, 0.0, 0.0, 0.0661764705882353, 0.7352941176470589, 0.04411764705882353, 0.0, 0.0, 0.007352941176470588, 0.1323529411764706, 0.0, 0.09558823529411764, 0.17647058823529413, 0.007352941176470588, 0.0, 0.15441176470588236, 0.014705882352941176, 0.16176470588235295, 0.0, 0.014705882352941176, 0.125, 0.007352941176470588, 0.029411764705882353, 0.0, 0.03676470588235294, 0.08823529411764706, 0.0, 0.007352941176470588, 0.5073529411764706, 0.19852941176470587, 0.22058823529411764, 0.007352941176470588, 0.0, 0.19117647058823528, 0.007352941176470588, 0.0, 0.022058823529411766, 0.5441176470588235, 0.16176470588235295, 0.22058823529411764, 0.022058823529411766, 0.08823529411764706, 0.0, 0.04411764705882353, 0.15441176470588236, 0.04411764705882353, 0.19117647058823528, 0.014705882352941176, 0.09558823529411764, 0.014705882352941176, 0.029411764705882353, 0.022058823529411766, 0.25735294117647056, 0.03676470588235294, 0.0, 0.0, 0.27205882352941174]",america
92,"[0.8478260869565217, 0.8478260869565217, 0.05434782608695652, 0.13043478260869565, 0.0, 0.0, 0.0, 0.33695652173913043, 0.0, 0.0, 0.0, 0.010869565217391304, 0.44565217391304346, 0.13043478260869565, 0.0, 0.13043478260869565, 0.043478260869565216, 0.0, 0.0, 0.13043478260869565, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03260869565217391, 0.8478260869565217, 0.32608695652173914, 1.0, 0.0, 0.07608695652173914, 0.7934782608695652, 0.0, 0.0, 0.0, 0.021739130434782608, 0.391304347826087, 0.0, 0.0, 0.010869565217391304, 0.010869565217391304, 0.0, 0.010869565217391304, 0.42391304347826086, 0.34782608695652173, 0.03260869565217391, 0.43478260869565216, 0.0, 0.0, 0.45652173913043476, 0.9782608695652174, 0.717391304347826, 0.03260869565217391, 0.07608695652173914, 0.010869565217391304, 0.0, 0.7608695652173914, 0.0, 0.0, 0.967391304347826, 0.0, 0.717391304347826, 0.0, 0.010869565217391304, 0.0, 0.0, 0.0, 0.14130434782608695, 0.31521739130434784, 0.021739130434782608, 0.0, 0.0, 0.0, 0.717391304347826, 0.0, 0.03260869565217391, 0.0, 0.13043478260869565, 0.0]",3
99,"[0.2222222222222222, 0.2222222222222222, 0.6060606060606061, 0.0, 0.0, 0.0, 0.0, 0.020202020202020204, 0.0, 0.9797979797979798, 0.0, 0.0, 0.010101010101010102, 0.0, 0.020202020202020204, 0.0, 0.5858585858585859, 0.5858585858585859, 0.0, 0.0, 0.5858585858585859, 0.13131313131313133, 0.0, 0.0, 0.0, 0.0, 0.020202020202020204, 0.98989898989899, 0.020202020202020204, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020202020202020204, 0.0, 0.13131313131313133, 0.5959595959595959, 0.0, 0.13131313131313133, 0.020202020202020204, 0.0, 0.5959595959595959, 0.0, 0.0, 0.0, 0.0, 0.26262626262626265, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020202020202020204, 0.0, 0.5858585858585859, 0.25252525252525254, 0.0, 0.0, 0.5858585858585859, 0.13131313131313133, 0.0, 0.0, 0.20202020202020202, 0.0, 0.010101010101010102, 0.5959595959595959, 0.0, 0.5858585858585859, 0.13131313131313133, 0.020202020202020204, 0.9797979797979798, 0.020202020202020204, 0.0, 0.0, 0.0]",area
104,"[0.20192307692307693, 0.23076923076923078, 0.0673076923076923, 0.057692307692307696, 0.0, 0.028846153846153848, 0.009615384615384616, 0.009615384615384616, 0.009615384615384616, 0.21153846153846154, 0.0, 0.0, 0.0, 0.0, 0.038461538461538464, 0.009615384615384616, 0.009615384615384616, 0.21153846153846154, 0.0, 0.0, 0.21153846153846154, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009615384615384616, 0.7884615384615384, 0.0, 0.0673076923076923, 0.0, 1.0, 0.09615384615384616, 0.0, 0.0, 0.0, 0.07692307692307693, 0.09615384615384616, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21153846153846154, 0.49038461538461536, 0.28846153846153844, 0.16346153846153846, 0.0, 0.0, 0.1346153846153846, 0.7692307692307693, 0.3076923076923077, 0.0, 0.9711538461538461, 0.009615384615384616, 0.0, 0.19230769230769232, 0.0, 0.0673076923076923, 0.6826923076923077, 0.0, 0.17307692307692307, 0.0, 0.057692307692307696, 0.0, 0.09615384615384616, 0.0, 0.34615384615384615, 0.0, 0.009615384615384616, 0.009615384615384616, 0.0, 0.0, 0.2403846153846154, 0.21153846153846154, 0.11538461538461539, 0.009615384615384616, 0.0, 0.019230769230769232]",robert
318,"[0.4056603773584906, 0.4056603773584906, 0.06289308176100629, 0.0031446540880503146, 0.0220125786163522, 0.0031446540880503146, 0.0, 0.12264150943396226, 0.05660377358490566, 0.0220125786163522, 0.0, 0.0031446540880503146, 0.12264150943396226, 0.0, 0.040880503144654086, 0.330188679245283, 0.018867924528301886, 0.06289308176100629, 0.3238993710691824, 0.0, 0.06289308176100629, 0.0220125786163522, 0.39937106918238996, 0.02830188679245283, 0.3238993710691824, 0.3238993710691824, 0.025157232704402517, 0.9182389937106918, 0.09433962264150944, 0.22955974842767296, 0.0, 0.031446540880503145, 1.0, 0.3238993710691824, 0.018867924528301886, 0.025157232704402517, 0.009433962264150943, 0.2641509433962264, 0.0031446540880503146, 0.0031446540880503146, 0.025157232704402517, 0.012578616352201259, 0.0, 0.006289308176100629, 0.14465408805031446, 0.13836477987421383, 0.4591194968553459, 0.8081761006289309, 0.0031446540880503146, 0.46540880503144655, 0.7327044025157232, 0.8522012578616353, 0.24528301886792453, 0.050314465408805034, 0.03459119496855346, 0.46855345911949686, 0.330188679245283, 0.22012578616352202, 0.3238993710691824, 0.0, 0.9433962264150944, 0.0440251572327044, 0.29559748427672955, 0.0, 0.015723270440251572, 0.07547169811320754, 0.009433962264150943, 0.16666666666666666, 0.5471698113207547, 0.09433962264150944, 0.05660377358490566, 0.0440251572327044, 0.0, 0.0, 0.2358490566037736, 0.02830188679245283, 0.059748427672955975, 0.4716981132075472, 0.0, 0.0031446540880503146]",officers
126,"[0.18253968253968253, 0.18253968253968253, 0.0, 0.18253968253968253, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18253968253968253, 0.18253968253968253, 0.0, 0.8174603174603174, 0.0, 0.0, 0.8174603174603174, 0.18253968253968253, 0.0, 0.0, 0.8174603174603174, 0.0, 1.0, 0.8174603174603174, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.8174603174603174, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8174603174603174, 0.8174603174603174, 0.0, 0.8174603174603174, 0.8174603174603174, 1.0, 0.0, 0.0, 0.0, 0.8174603174603174, 0.8174603174603174, 0.0, 0.8174603174603174, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.18253968253968253, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8174603174603174, 0.18253968253968253, 0.0]",wow
80,"[0.2375, 0.25, 0.075, 0.0, 0.325, 0.0625, 0.0, 0.0875, 0.1625, 0.4375, 0.1875, 0.1625, 0.0875, 0.0, 0.175, 0.0, 0.0, 0.0, 0.0, 0.05, 0.0, 0.1625, 0.0125, 0.075, 0.0, 0.0, 0.025, 0.675, 0.0, 0.0, 0.0, 0.0, 0.075, 0.0, 1.0, 0.075, 0.0, 0.0, 0.0, 0.025, 0.35, 0.0, 0.0125, 0.3375, 0.0, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.275, 0.0, 0.0375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.2625, 0.225, 0.1, 0.05, 0.0, 0.0, 0.0, 0.1375, 0.0, 0.05, 0.0, 0.075, 0.0125, 0.2, 0.0, 0.4375, 0.0, 0.0, 0.0125, 0.1]",love
90,"[0.6333333333333333, 0.6333333333333333, 0.0, 0.0, 0.06666666666666667, 0.0, 0.0, 0.06666666666666667, 0.26666666666666666, 0.03333333333333333, 0.0, 0.022222222222222223, 0.3, 0.0, 0.35555555555555557, 0.0, 0.011111111111111112, 0.25555555555555554, 0.0, 0.0, 0.25555555555555554, 0.011111111111111112, 0.0, 0.5666666666666667, 0.0, 0.0, 0.011111111111111112, 0.9666666666666667, 0.03333333333333333, 0.0, 0.0, 0.0, 0.08888888888888889, 0.0, 0.06666666666666667, 1.0, 0.022222222222222223, 0.011111111111111112, 0.011111111111111112, 0.28888888888888886, 0.022222222222222223, 0.0, 0.0, 0.03333333333333333, 0.022222222222222223, 0.011111111111111112, 0.0, 0.0, 0.28888888888888886, 0.0, 0.2777777777777778, 0.6555555555555556, 0.23333333333333334, 0.022222222222222223, 0.0, 0.0, 0.2222222222222222, 0.011111111111111112, 0.0, 0.0, 0.6666666666666666, 0.06666666666666667, 0.0, 0.3, 0.022222222222222223, 0.0, 0.0, 0.0, 0.0, 0.25555555555555554, 0.011111111111111112, 0.07777777777777778, 0.0, 0.011111111111111112, 0.011111111111111112, 0.03333333333333333, 0.011111111111111112, 0.0, 0.022222222222222223, 0.2222222222222222]",praying
101,"[0.09900990099009901, 0.09900990099009901, 0.2079207920792079, 0.06930693069306931, 0.06930693069306931, 0.019801980198019802, 0.09900990099009901, 0.09900990099009901, 0.009900990099009901, 0.1782178217821782, 0.009900990099009901, 0.04950495049504951, 0.009900990099009901, 0.1188118811881188, 0.009900990099009901, 0.0, 0.009900990099009901, 0.009900990099009901, 0.009900990099009901, 0.10891089108910891, 0.009900990099009901, 0.0, 0.039603960396039604, 0.0, 0.0, 0.0, 0.0, 0.5544554455445545, 0.04950495049504951, 0.019801980198019802, 0.0, 0.07920792079207921, 0.0297029702970297, 0.0, 0.0, 0.019801980198019802, 1.0, 0.0297029702970297, 0.0, 0.06930693069306931, 0.039603960396039604, 0.0, 0.06930693069306931, 0.039603960396039604, 0.07920792079207921, 0.1188118811881188, 0.0891089108910891, 0.07920792079207921, 0.039603960396039604, 0.0, 0.039603960396039604, 0.5643564356435643, 0.297029702970297, 0.06930693069306931, 0.07920792079207921, 0.04950495049504951, 0.0, 0.0594059405940594, 0.0, 0.10891089108910891, 0.693069306930693, 0.0891089108910891, 0.0297029702970297, 0.019801980198019802, 0.019801980198019802, 0.019801980198019802, 0.009900990099009901, 0.019801980198019802, 0.37623762376237624, 0.09900990099009901, 0.019801980198019802, 0.009900990099009901, 0.0, 0.009900990099009901, 0.009900990099009901, 0.1782178217821782, 0.0297029702970297, 0.0, 0.0297029702970297, 0.0]",...
124,"[0.5403225806451613, 0.5403225806451613, 0.024193548387096774, 1.0, 0.024193548387096774, 0.008064516129032258, 0.28225806451612906, 0.12903225806451613, 0.0, 0.016129032258064516, 0.0, 0.008064516129032258, 0.4032258064516129, 0.6048387096774194, 0.016129032258064516, 0.0967741935483871, 0.0, 0.0, 0.12096774193548387, 0.8548387096774194, 0.0, 0.0, 0.008064516129032258, 0.0, 0.18548387096774194, 0.0, 0.4032258064516129, 0.8064516129032258, 0.0, 0.0967741935483871, 0.0, 0.04838709677419355, 0.008064516129032258, 0.18548387096774194, 0.0, 0.0, 0.056451612903225805, 0.008064516129032258, 0.008064516129032258, 0.056451612903225805, 0.016129032258064516, 0.0, 0.1935483870967742, 0.016129032258064516, 0.06451612903225806, 0.03225806451612903, 0.04838709677419355, 0.024193548387096774, 0.0, 0.0, 0.04838709677419355, 0.8790322580645161, 0.04838709677419355, 0.0, 0.04838709677419355, 0.12096774193548387, 0.0, 0.056451612903225805, 0.0, 0.008064516129032258, 0.8629032258064516, 0.0, 0.04838709677419355, 0.0, 0.008064516129032258, 0.1935483870967742, 0.3467741935483871, 0.0, 0.9354838709677419, 0.0, 0.04032258064516129, 0.0, 0.0, 0.0, 0.0, 0.016129032258064516, 0.008064516129032258, 0.0, 0.5967741935483871, 0.0]",gunman
92,"[0.8478260869565217, 0.8478260869565217, 0.05434782608695652, 0.13043478260869565, 0.0, 0.0, 0.0, 0.33695652173913043, 0.0, 0.0, 0.0, 0.010869565217391304, 0.44565217391304346, 0.13043478260869565, 0.0, 0.13043478260869565, 0.043478260869565216, 0.0, 0.0, 0.13043478260869565, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03260869565217391, 0.8478260869565217, 0.32608695652173914, 1.0, 0.0, 0.07608695652173914, 0.7934782608695652, 0.0, 0.0, 0.0, 0.021739130434782608, 0.391304347826087, 0.0, 0.0, 0.010869565217391304, 0.010869565217391304, 0.0, 0.010869565217391304, 0.42391304347826086, 0.34782608695652173, 0.03260869565217391, 0.43478260869565216, 0.0, 0.0, 0.45652173913043476, 0.9782608695652174, 0.717391304347826, 0.03260869565217391, 0.07608695652173914, 0.010869565217391304, 0.0, 0.7608695652173914, 0.0, 0.0, 0.967391304347826, 0.0, 0.717391304347826, 0.0, 0.010869565217391304, 0.0, 0.0, 0.0, 0.14130434782608695, 0.31521739130434784, 0.021739130434782608, 0.0, 0.0, 0.0, 0.717391304347826, 0.0, 0.03260869565217391, 0.0, 0.13043478260869565, 0.0]",attack
84,"[0.20238095238095238, 0.20238095238095238, 0.011904761904761904, 0.08333333333333333, 0.13095238095238096, 0.0, 0.011904761904761904, 0.2976190476190476, 0.023809523809523808, 0.25, 0.05952380952380952, 0.03571428571428571, 0.0, 0.011904761904761904, 0.0, 0.0, 0.05952380952380952, 0.0, 0.0, 0.07142857142857142, 0.0, 0.03571428571428571, 0.023809523809523808, 0.0, 0.0, 0.0, 0.35714285714285715, 0.7619047619047619, 0.05952380952380952, 0.0, 0.0, 0.0, 0.011904761904761904, 0.0, 0.023809523809523808, 0.30952380952380953, 0.08333333333333333, 0.03571428571428571, 0.011904761904761904, 1.0, 0.16666666666666666, 0.0, 0.07142857142857142, 0.14285714285714285, 0.011904761904761904, 0.047619047619047616, 0.0, 0.05952380952380952, 0.0, 0.0, 0.2976190476190476, 0.5119047619047619, 0.15476190476190477, 0.011904761904761904, 0.0, 0.011904761904761904, 0.0, 0.0, 0.0, 0.0, 0.4642857142857143, 0.07142857142857142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13095238095238096, 0.30952380952380953, 0.0, 0.011904761904761904, 0.0, 0.0, 0.011904761904761904, 0.011904761904761904, 0.25, 0.07142857142857142, 0.0, 0.0, 0.07142857142857142]",need
316,"[0.12025316455696203, 0.12341772151898735, 0.12341772151898735, 0.006329113924050633, 0.13924050632911392, 0.0031645569620253164, 0.0379746835443038, 0.04746835443037975, 0.06962025316455696, 0.0981012658227848, 0.13291139240506328, 0.05063291139240506, 0.12025316455696203, 0.0031645569620253164, 0.08860759493670886, 0.0, 0.006329113924050633, 0.02531645569620253, 0.0, 0.0189873417721519, 0.02531645569620253, 0.31645569620253167, 0.015822784810126583, 0.15822784810126583, 0.0, 0.0, 0.10759493670886076, 0.620253164556962, 0.02531645569620253, 0.0031645569620253164, 0.04113924050632911, 0.0, 0.02531645569620253, 0.0, 0.08860759493670886, 0.006329113924050633, 0.012658227848101266, 0.0, 0.012658227848101266, 0.04430379746835443, 1.0, 0.006329113924050633, 0.006329113924050633, 0.9018987341772152, 0.012658227848101266, 0.0031645569620253164, 0.0189873417721519, 0.0, 0.04746835443037975, 0.006329113924050633, 0.028481012658227847, 0.2120253164556962, 0.0189873417721519, 0.06329113924050633, 0.0, 0.0031645569620253164, 0.00949367088607595, 0.0031645569620253164, 0.0031645569620253164, 0.03164556962025317, 0.2848101265822785, 0.056962025316455694, 0.04430379746835443, 0.0949367088607595, 0.10126582278481013, 0.012658227848101266, 0.0189873417721519, 0.12025316455696203, 0.028481012658227847, 0.05379746835443038, 0.04113924050632911, 0.022151898734177215, 0.00949367088607595, 0.2468354430379747, 0.0031645569620253164, 0.0981012658227848, 0.006329113924050633, 0.0, 0.0031645569620253164, 0.0189873417721519]",prayers
103,"[0.27184466019417475, 0.27184466019417475, 0.11650485436893204, 0.02912621359223301, 1.0, 0.019417475728155338, 0.10679611650485436, 0.23300970873786409, 0.02912621359223301, 0.13592233009708737, 0.14563106796116504, 0.009708737864077669, 0.14563106796116504, 0.0, 0.22330097087378642, 0.009708737864077669, 0.0, 0.009708737864077669, 0.0, 0.0, 0.009708737864077669, 0.019417475728155338, 0.0, 0.05825242718446602, 0.0, 0.0, 0.13592233009708737, 0.5145631067961165, 0.1262135922330097, 0.0, 0.0, 0.0, 0.06796116504854369, 0.0, 0.2524271844660194, 0.05825242718446602, 0.06796116504854369, 0.0, 0.009708737864077669, 0.10679611650485436, 0.42718446601941745, 0.009708737864077669, 0.0, 0.42718446601941745, 0.0, 0.02912621359223301, 0.02912621359223301, 0.05825242718446602, 0.009708737864077669, 0.0, 0.009708737864077669, 0.42718446601941745, 0.06796116504854369, 0.02912621359223301, 0.0, 0.0, 0.009708737864077669, 0.0, 0.0, 0.0, 0.5048543689320388, 0.11650485436893204, 0.009708737864077669, 0.08737864077669903, 0.02912621359223301, 0.0, 0.0, 0.1650485436893204, 0.05825242718446602, 0.1262135922330097, 0.14563106796116504, 0.05825242718446602, 0.02912621359223301, 0.1262135922330097, 0.009708737864077669, 0.1262135922330097, 0.06796116504854369, 0.0, 0.0, 0.13592233009708737]",active
